test_bearing,obs_cycle,rul_true,rul_pred,score,dataset
1,55,71,27.121395323348484,0.4245431108355645,Train
1,56,70,27.2345852158068,0.42872694776649767,Train
1,57,69,27.65225728686517,0.43573252272052476,Train
1,58,68,27.64806393000732,0.43926953476110886,Train
1,59,67,27.68823643338663,0.443348936645395,Train
1,60,66,28.92196404500285,0.4589545360972384,Train
1,61,65,29.32575022348544,0.4672707953855768,Train
1,62,64,29.04482818686885,0.46899709145989565,Train
1,63,63,25.21511065011087,0.43542003687899733,Train
1,64,62,23.72844790993116,0.42497026454301096,Train
1,65,61,20.793146698238612,0.4010190048369442,Train
1,66,60,18.703816652401837,0.38514151716750017,Train
1,67,59,18.2491610546207,0.38385028622144657,Train
1,68,58,16.800912126717293,0.37354185182007565,Train
1,69,57,13.194511195151115,0.34459300113849684,Train
1,70,56,17.266193028353243,0.38332759161050617,Train
1,71,55,16.773521631073194,0.38155058432861166,Train
1,72,54,15.05042790707736,0.36790960742928563,Train
1,73,53,15.455247582786072,0.37454653743942123,Train
1,74,52,15.458373727195251,0.37750112151858906,Train
1,75,51,13.21839946468255,0.3580836634621478,Train
1,76,50,11.489261303222658,0.3437830813565939,Train
1,77,49,11.309581375378515,0.3442707618499007,Train
1,78,48,7.266729168638376,0.308379844961883,Train
1,79,47,7.20128345489502,0.30916257525205554,Train
1,80,46,15.788075151617692,0.4023263265453634,Train
1,81,45,18.047607975043075,0.4359141408768014,Train
1,82,44,15.87194801341714,0.4122102208584894,Train
1,83,43,15.869005928151028,0.4169924879145096,Train
1,84,42,13.197701210897565,0.3864790086643218,Train
1,85,41,18.31039462143537,0.4643195661259957,Train
1,86,40,14.179318708330936,0.4086580149911746,Train
1,87,39,7.182530403137207,0.32271552579988166,Train
1,88,38,7.229398020195365,0.3254470252957181,Train
1,89,37,7.980559956072846,0.33713109848759626,Train
1,90,36,11.591635322300892,0.39065845400234295,Train
1,91,35,11.592172717778189,0.39568104759136047,Train
1,92,34,11.589272117344835,0.4010132717233109,Train
1,93,33,7.98146117830185,0.34958735815912556,Train
1,94,32,7.97627843522934,0.3531902450787322,Train
1,95,31,7.274526546579669,0.3461152210891181,Train
1,96,30,7.268246601206134,0.34978729009415344,Train
1,97,29,7.264296959024738,0.35379510612287834,Train
1,98,28,7.450899637457685,0.3615349727891381,Train
1,99,27,7.965110432147065,0.3763138205664676,Train
1,100,26,7.969069134234467,0.3823604789135179,Train
1,101,25,11.57653341266344,0.47504058263618104,Train
1,102,24,11.745661628945108,0.4927081140829012,Train
1,103,23,11.746682060463662,0.5074897587986544,Train
1,104,22,11.764101180778578,0.5246632858382042,Train
1,105,21,11.763236198173598,0.5434835256613832,Train
1,106,20,11.761159095512465,0.5649189923974552,Train
1,107,19,45.38464789148044,0.008125496061072093,Train
1,108,18,45.37858586068821,0.005135915782111426,Train
1,109,17,45.35485484691015,0.003086819435255358,Train
1,110,16,42.30176073664237,0.0033553983554806812,Train
1,111,15,42.58667168725323,0.0017055381850172016,Train
1,112,14,56.83707571021706,2.4805926858104607e-05,Train
1,113,13,65.00637357959789,9.520552424124462e-07,Train
1,114,12,16.4117357478631,0.27966599917682977,Train
1,115,11,15.277360680299171,0.2598489519530736,Train
1,116,10,15.451771287049947,0.15115644055081973,Train
1,117,9,14.35239599604108,0.12731256076308708,Train
1,118,8,15.189442480775872,0.044396767518027166,Train
1,119,7,14.28503457077769,0.02713697796233966,Train
1,120,6,7.267606998353476,0.48085067015374233,Train
1,121,5,8.249558516961436,0.1051442224540326,Train
1,122,4,8.717297808538662,0.01678571427967997,Train
1,123,3,8.80989142599054,0.0012164119613495938,Train
1,124,2,8.692488689893315,9.19179641412164e-06,Train
1,125,1,19.725661377749702,6.532376131108281e-29,Train
2,10,104,43.60107957423471,0.4470420043729856,Train
2,11,103,43.79099919348478,0.4507222775173454,Train
2,12,102,56.5069627667101,0.5388589760852869,Train
2,13,101,56.18609400038297,0.5405859497856889,Train
2,14,100,55.966273068225775,0.5431134367291693,Train
2,15,99,40.67319273352995,0.4418659482394392,Train
2,16,98,37.60693863433625,0.4255759542427057,Train
2,17,97,36.65139888858079,0.42211235038522893,Train
2,18,96,38.02749472924567,0.4329401407026419,Train
2,19,95,36.67982261812266,0.42697005352909967,Train
2,20,94,45.841280535521456,0.4915283021731208,Train
2,21,93,44.38333666045029,0.4844703765308134,Train
2,22,92,18.44121048159374,0.33008188723232174,Train
2,23,91,27.64149874607225,0.38090561678005475,Train
2,24,90,27.533495776603917,0.38205585150649957,Train
2,25,89,25.170842341125194,0.37001018964960125,Train
2,26,88,24.1061003559309,0.3654803930922999,Train
2,27,87,41.0786688495818,0.4810761607315617,Train
2,28,86,37.86149047026467,0.46025323861372375,Train
2,29,85,35.17606086114613,0.4437047861070204,Train
2,30,84,39.73406798661087,0.4816473848856525,Train
2,31,83,44.836749857306025,0.5286568976209967,Train
2,32,82,51.919889333814425,0.6013758190185331,Train
2,33,81,49.69681206440361,0.585232493781954,Train
2,34,80,50.87478936027584,0.6036857843763751,Train
2,35,79,49.33439380296499,0.5941800184443693,Train
2,36,78,48.43120845684081,0.5912441290251694,Train
2,37,77,49.07405446268392,0.6048506100508478,Train
2,38,76,49.06252016676943,0.6117944615975142,Train
2,39,75,49.73417118679146,0.6268727683889334,Train
2,40,74,50.44406670791517,0.6432061715245043,Train
2,41,73,50.19558201846481,0.6485193045781302,Train
2,42,72,50.19351635989548,0.6571362088458553,Train
2,43,71,50.18715439853073,0.6660593582834006,Train
2,44,70,50.49059009570865,0.6795201740552521,Train
2,45,69,50.54170160145622,0.6901476060878122,Train
2,46,68,50.28624358450804,0.6968920800174814,Train
2,47,67,50.02575253070479,0.7038334793374924,Train
2,48,66,50.02870814892299,0.7150031282625846,Train
2,49,65,50.073870396529685,0.7273564604290244,Train
2,50,64,49.82725201449151,0.735655191681522,Train
2,51,63,50.34440177877464,0.7569316707202544,Train
2,52,62,49.51973947357728,0.756499456340788,Train
2,53,61,49.36332135180226,0.7676228447904626,Train
2,54,60,49.17930746544722,0.7787921508386327,Train
2,55,59,47.64073232085062,0.7657471931138617,Train
2,56,58,47.61425058552453,0.7801755599649133,Train
2,57,57,47.58022664903202,0.7952506972621125,Train
2,58,56,45.98464117428159,0.7804124038371056,Train
2,59,55,46.74122672746895,0.8120728000619861,Train
2,60,54,46.22879799500162,0.8191375886670121,Train
2,61,53,45.258265683205245,0.8166892157493829,Train
2,62,52,45.26987762168181,0.8357533508619802,Train
2,63,51,45.11070498827789,0.8520720036257093,Train
2,64,50,45.11998580797983,0.8734514577012631,Train
2,65,49,45.50792263880628,0.9059267005317964,Train
2,66,48,45.99015056950597,0.943605853824361,Train
2,67,47,46.62319736446312,0.9889475035266375,Train
2,68,46,47.17070217472052,0.9155748655954776,Train
2,69,45,47.92099677006296,0.798544551008368,Train
2,70,44,47.29597811897224,0.7713497301905805,Train
2,71,43,47.75952662217444,0.6813966084853412,Train
2,72,42,46.67975845715424,0.679660364823201,Train
2,73,41,46.05211003854093,0.6524272834958105,Train
2,74,40,39.30441417513052,0.9761810891018647,Train
2,75,39,38.45775059236736,0.9809097687799592,Train
2,76,38,38.02259568213836,0.997941314982882,Train
2,77,37,37.07576633745128,0.9929282016304459,Train
2,78,36,37.06693054490978,0.9023851316108977,Train
2,79,35,37.05995727830822,0.8154794285629715,Train
2,80,34,35.66522455206466,0.8438824973853795,Train
2,81,33,35.660774707704306,0.7562065848024725,Train
2,82,32,35.652633190065146,0.6732788562549189,Train
2,83,31,35.64113092413497,0.5951934256873601,Train
2,84,30,36.90429676161838,0.4504016048437422,Train
2,85,29,35.90445111452692,0.43817448822583716,Train
2,86,28,30.82163365327245,0.7052158707081491,Train
2,87,27,22.87889376443469,0.8092923545799956,Train
2,88,26,10.619398045653366,0.4403970691059758,Train
2,89,25,10.597589483187235,0.4499408184421129,Train
2,90,24,10.351036878609255,0.45457378948965627,Train
2,91,23,11.400642450734694,0.49701462613015707,Train
2,92,22,10.287880693637051,0.4780594293411239,Train
2,93,21,8.248235702514648,0.4309362172641318,Train
2,94,20,21.678270410131404,0.7476486723260606,Train
2,95,19,23.331090804365225,0.4538348371058367,Train
2,96,18,22.87298186909604,0.39131272350821317,Train
2,97,17,20.236490241231657,0.5169480121195147,Train
2,98,16,18.858598177089725,0.538376771112247,Train
2,99,15,18.85518211568836,0.41035353732590685,Train
2,100,14,17.883809269853323,0.3823392617617264,Train
2,101,13,17.87201708693096,0.27284382048590444,Train
2,102,12,17.53735034278066,0.20204810006773202,Train
2,103,11,15.609349730001268,0.23404227170661498,Train
2,104,10,15.013263777213798,0.17596593984333303,Train
2,105,9,14.475082739627869,0.12143762339503951,Train
2,106,8,9.687358007732144,0.48143109949212776,Train
2,107,7,33.197910967404255,2.327490083701617e-06,Train
2,108,6,65.78933769773357,1.0031054963958362e-15,Train
2,109,5,47.69232607774002,1.4071139413051788e-13,Train
2,110,4,9.51653005051872,0.00839844202340732,Train
2,111,3,8.889355536915968,0.0011097169351615077,Train
2,112,2,8.9148571629934,6.252467536701584e-06,Train
2,113,1,8.861325516264884,1.4707066956558544e-12,Train
3,10,79,38.818522325012594,0.4940563145787822,Train
3,11,78,38.64933037695947,0.49689346430739767,Train
3,12,77,38.560867547369625,0.5005482246014406,Train
3,13,76,38.54592405841103,0.5050038958171552,Train
3,14,75,38.90913262188944,0.5131942353173258,Train
3,15,74,38.65817947233279,0.5157756828362653,Train
3,16,73,38.707155217596345,0.5214027170555766,Train
3,17,72,38.683196078973474,0.5265101411247851,Train
3,18,71,38.98705905716396,0.535228563632532,Train
3,19,70,40.51903606648109,0.5577485429632806,Train
3,20,69,38.836834371495016,0.5455205100914048,Train
3,21,68,38.679437352711375,0.5500484133618408,Train
3,22,67,38.18945563763848,0.550946352385131,Train
3,23,66,38.2368576976868,0.5581375662795379,Train
3,24,65,38.41356630473774,0.5672103984476462,Train
3,25,64,38.74911339653217,0.5787089228459273,Train
3,26,63,40.18418240360889,0.605285766154563,Train
3,27,62,40.19108233242153,0.6140748944155158,Train
3,28,61,40.04855590889588,0.6211731632055274,Train
3,29,60,40.02964454720154,0.6303921544322416,Train
3,30,59,39.99650903065528,0.6398536485480851,Train
3,31,58,39.670902547775526,0.6452643191441803,Train
3,32,57,38.32022610918902,0.6348859414435511,Train
3,33,56,37.67470789193462,0.6353067628550302,Train
3,34,55,37.74535352576889,0.647323287075721,Train
3,35,54,37.79172396771251,0.6596137967896757,Train
3,36,53,37.994128325241874,0.6753656418514815,Train
3,37,52,38.07060919072039,0.6898019917763528,Train
3,38,51,38.60422654294143,0.7139481641311378,Train
3,39,50,38.54921449884128,0.7279789198803543,Train
3,40,49,38.29374463669011,0.7386741442800105,Train
3,41,48,38.32846410385319,0.7562941358233289,Train
3,42,47,38.32506902328679,0.7742406716604636,Train
3,43,46,38.6194459857053,0.8005738221921723,Train
3,44,45,38.57912172540378,0.8205297980894696,Train
3,45,44,38.21421346928484,0.8333588120705554,Train
3,46,43,38.1138926532448,0.854255296779569,Train
3,47,42,38.48701234006057,0.8905168861379459,Train
3,48,41,38.2821666167612,0.9122004340568721,Train
3,49,40,37.33744440542477,0.9118523990313566,Train
3,50,39,36.723597432942114,0.9222702120481086,Train
3,51,38,36.90671046791443,0.9609001610053107,Train
3,52,37,37.06994005633078,0.9934702293961067,Train
3,53,36,38.199871704461735,0.8091405688045473,Train
3,54,35,38.01053368625108,0.7422225606658758,Train
3,55,34,38.15120206195995,0.6549828825284835,Train
3,56,33,38.07000613323985,0.5871566052479845,Train
3,57,32,38.13519773747332,0.5145472089736286,Train
3,58,31,38.14737794256362,0.449750598374997,Train
3,59,30,38.12441918707046,0.391186946638178,Train
3,60,29,38.05054294432347,0.33904802864912087,Train
3,61,28,37.79657626263438,0.2974277952496111,Train
3,62,27,36.83057613705821,0.28312733286210867,Train
3,63,26,36.85183742708788,0.23538726706630844,Train
3,64,25,37.15103857569768,0.18553873106529684,Train
3,65,24,38.58900744697611,0.12163442036409328,Train
3,66,23,38.542203018875526,0.09613864054301267,Train
3,67,22,38.63973166626979,0.07270723807155638,Train
3,68,21,38.53706771918129,0.05534158162107448,Train
3,69,20,38.43273384161781,0.04100138743049058,Train
3,70,19,38.279421514930334,0.029697144405369722,Train
3,71,18,38.02297199326394,0.02116850706336126,Train
3,72,17,37.30718155653676,0.015923480745735685,Train
3,73,16,36.62639660950194,0.011471923028200635,Train
3,74,15,36.34591733067853,0.007212395484944502,Train
3,75,14,35.66501812545004,0.004685742943926333,Train
3,76,13,34.562817776765755,0.0031874281731947415,Train
3,77,12,34.05148573886415,0.0017143542161880058,Train
3,78,11,30.215244900690983,0.0023482435672067935,Train
3,79,10,31.96081824913925,0.0004949570206721878,Train
3,80,9,32.96991711120164,9.801617562740614e-05,Train
3,81,8,27.99188336294776,0.00017324158509673626,Train
3,82,7,26.77640084637355,5.593067997294647e-05,Train
3,83,6,25.42505207037282,1.3398737627597392e-05,Train
3,84,5,24.73595830922324,1.1452084814235339e-06,Train
3,85,4,26.728119454620103,2.8034503816160106e-09,Train
3,86,3,26.09716805519277,2.5808692358255066e-12,Train
3,87,2,25.76364929160963,1.3063871261215312e-18,Train
3,88,1,25.23667130550777,3.312643572204863e-37,Train
4,10,127,7.0622403611164,0.2700346382579317,Train
4,11,126,7.272026418588629,0.2708242800231445,Train
4,12,125,8.310218672783881,0.27413596121972017,Train
4,13,124,9.751352523343812,0.27879563512655736,Train
4,14,123,10.237125228128724,0.2805747956135141,Train
4,15,122,9.822629737962693,0.2795206390871004,Train
4,16,121,9.886098671068162,0.2799821174084959,Train
4,17,120,10.012331668749123,0.2806554916981754,Train
4,18,119,9.854487125292092,0.2804123183015645,Train
4,19,118,9.296904850114792,0.2788526059427744,Train
4,20,117,9.15647250278498,0.27864900316933344,Train
4,21,116,9.169963552793586,0.27895471078172557,Train
4,22,115,9.076211552471497,0.2789052811229583,Train
4,23,114,9.256915430874203,0.27978723062461736,Train
4,24,113,9.313418700536811,0.28026029390827667,Train
4,25,112,9.17272012244603,0.280058199616459,Train
4,26,111,9.537541698422874,0.2816250555553864,Train
4,27,110,9.753571176647426,0.28269879870967546,Train
4,28,109,10.411333553607976,0.2853953320316684,Train
4,29,108,9.699907072236137,0.28314793408821987,Train
4,30,107,9.58701778238018,0.28306329554449605,Train
4,31,106,10.095005504901922,0.2852842096984893,Train
4,32,105,9.27374689008474,0.28256267240342786,Train
4,33,104,9.080973083726851,0.2821695271321759,Train
4,34,103,8.925299901657215,0.28191004583168655,Train
4,35,102,8.829187083353013,0.2818738046388233,Train
4,36,101,8.845976830023684,0.28227394195261485,Train
4,37,100,9.046898896448106,0.2834051692244146,Train
4,38,99,9.30674757969308,0.2847988256604395,Train
4,39,98,9.418941744019584,0.28563076833206885,Train
4,40,97,9.535414703538017,0.2864998897125176,Train
4,41,96,9.557312253054334,0.28699761876407215,Train
4,42,95,9.448648915797268,0.2869594766845203,Train
4,43,94,9.10368484748734,0.28592237380252816,Train
4,44,93,9.236308100681546,0.2869020698857979,Train
4,45,92,9.10388983075817,0.2867589954483576,Train
4,46,91,8.998565204789237,0.2867311725821388,Train
4,47,90,8.964195974518852,0.28701625588742974,Train
4,48,89,9.005130537201957,0.28764523649107226,Train
4,49,88,9.074546940972404,0.2884193180385338,Train
4,50,87,9.18920398538311,0.2894219143538827,Train
4,51,86,9.288196809937553,0.2903781042095919,Train
4,52,85,9.35948658273721,0.29122845198445874,Train
4,53,84,9.338813937271702,0.2916586389830392,Train
4,54,83,9.29281080215276,0.2919762955166358,Train
4,55,82,9.28087433142908,0.2924704531050932,Train
4,56,81,9.144600157430776,0.292354883712994,Train
4,57,80,9.02609924134122,0.2923264914022847,Train
4,58,79,8.940328287026162,0.2924653113160647,Train
4,59,78,8.846101815448483,0.29256378942030403,Train
4,60,77,8.737423414425045,0.2925887213021158,Train
4,61,76,9.071692188217716,0.2949881164051985,Train
4,62,75,9.03508008005613,0.29543967153429956,Train
4,63,74,9.31306265632422,0.29765321784183396,Train
4,64,73,9.434881437223268,0.2990564838978348,Train
4,65,72,9.256646502416444,0.2987745296332849,Train
4,66,71,9.178603518407655,0.29906940030143536,Train
4,67,70,8.916356210732399,0.2982828703185323,Train
4,68,69,8.912507776907093,0.29902407715613327,Train
4,69,68,8.886843352079056,0.2996557049156717,Train
4,70,67,8.861095788936856,0.3003070651920635,Train
4,71,66,8.849803813149528,0.30107104542602264,Train
4,72,65,8.832906730820731,0.3018244836711139,Train
4,73,64,8.827380068947868,0.302677979992987,Train
4,74,63,9.486662142093694,0.3080345063975181,Train
4,75,62,9.521356985908572,0.3093132516257149,Train
4,76,61,8.882380885140893,0.3059198450457504,Train
4,77,60,8.971467618340252,0.30758326590845797,Train
4,78,59,9.01964331089854,0.3090153952773727,Train
4,79,58,8.98968152429342,0.3099245658028479,Train
4,80,57,8.963649979124288,0.3108981709674375,Train
4,81,56,9.351356975849187,0.31512083169065247,Train
4,82,55,8.517585523774223,0.30986900986339205,Train
4,83,54,8.529672868897514,0.3111999664623379,Train
4,84,53,8.554872639824943,0.3126944206015319,Train
4,85,52,8.626633055855827,0.31464427082646124,Train
4,86,51,8.697145350625114,0.31667272608626773,Train
4,87,50,8.768983014275626,0.31880790794964864,Train
4,88,49,9.4553892539101,0.3266764262345224,Train
4,89,48,9.54070572648627,0.32931255148652994,Train
4,90,47,9.658298538070742,0.3323998018383475,Train
4,91,46,9.555774615150517,0.333432921629823,Train
4,92,45,9.48679601412586,0.33486125827230406,Train
4,93,44,8.779658563782768,0.32966563013235844,Train
4,94,43,8.581965573479728,0.3296852366449929,Train
4,95,42,8.566282637765006,0.33169248263130546,Train
4,96,41,8.578092940499381,0.33412122972304115,Train
4,97,40,8.650309565525296,0.3373961644809058,Train
4,98,39,8.809425476130201,0.3419282218513246,Train
4,99,38,8.489658080850583,0.3407591046224254,Train
4,100,37,9.151240785553531,0.35224757120036493,Train
4,101,36,8.979706053757607,0.3532772026078189,Train
4,102,35,8.646053319001137,0.35210074616725334,Train
4,103,34,8.446127419495522,0.35277763943271684,Train
4,104,33,8.677531707685304,0.35996062607774704,Train
4,105,32,8.571442234914613,0.36241514223903143,Train
4,106,31,8.571281898420168,0.3667797587031979,Train
4,107,30,8.633082378309084,0.37255848487330495,Train
4,108,29,8.758227336805177,0.3799853435454838,Train
4,109,28,8.66909145156653,0.38401133945463484,Train
4,110,27,9.084175497114314,0.39856913242031067,Train
4,111,26,8.83731314842647,0.40047756215877894,Train
4,112,25,8.72288247389886,0.4055159590738587,Train
4,113,24,8.517562659137724,0.40889345861745635,Train
4,114,23,9.040217673484612,0.43110341159942356,Train
4,115,22,8.674001371566582,0.43183305329675364,Train
4,116,21,8.471414482299615,0.4373321693008699,Train
4,117,20,8.27864268988781,0.4437639166657475,Train
4,118,19,8.25190580425516,0.45647940086980454,Train
4,119,18,8.309226577856691,0.4740947747442153,Train
4,120,17,8.336853830082031,0.4933920356642379,Train
4,121,16,8.706694449892993,0.5315719215050024,Train
4,122,15,8.610971645010142,0.5540659263015724,Train
4,123,14,8.675208523524852,0.5902162320996154,Train
4,124,13,8.910321579147702,0.6465432133247229,Train
4,125,12,8.906784043480283,0.6995329927112756,Train
4,126,11,9.421668873001462,0.819622051072331,Train
4,127,10,9.251769647766476,0.9014715892485627,Train
4,128,9,8.762973025096507,0.9641485424855505,Train
4,129,8,8.550557828506971,0.7878000191768827,Train
4,130,7,8.375728029186462,0.5060448368120093,Train
4,131,6,8.463915507165394,0.24093853831029952,Train
4,132,5,8.907917052328242,0.06661925116430707,Train
4,133,4,9.133297948429702,0.011705882919548176,Train
4,134,3,9.171149973562366,0.0008013666235470782,Train
4,135,2,9.207626302673892,3.764616257407705e-06,Train
4,136,1,8.966558222794472,1.0212570407804397e-12,Train
