bearing,cycle,HI
2,32,0.0392127104492965
2,33,0.0365855478178561
2,34,0.0341102056783604
2,35,0.0318922485480694
2,36,0.0299078882545303
2,37,0.0281039943203669
2,38,0.0264106149066036
2,39,0.0247429599604463
2,40,0.023052082609417
2,41,0.0213085583988918
2,42,0.0195286147108191
2,43,0.0177686676393995
2,44,0.0161236030582893
2,45,0.0146778291791954
2,46,0.0135417213760275
2,47,0.0127591837444268
2,48,0.0123693802321938
2,49,0.0124139374070964
2,50,0.0129015971142588
2,51,0.0137677377865935
2,52,0.0150132358399319
2,53,0.0165383947783395
2,54,0.0182567802113682
2,55,0.0200522168742758
2,56,0.0217825956422991
2,57,0.0233537066834546
2,58,0.0246811238043533
2,59,0.0256115622103037
2,60,0.0261024833952562
2,61,0.0261583442211099
2,62,0.0258532464503274
2,63,0.02574658045838
2,64,0.0266160657616174
2,65,0.0289482342120963
2,66,0.0329673658418407
2,67,0.038737435456091
2,68,0.0462509829347403
2,69,0.0554018949676278
2,70,0.0651986176142682
2,71,0.0741844729434421
2,72,0.0814763721816586
2,73,0.0866921660653081
2,74,0.0897505343795862
2,75,0.090774277596264
2,76,0.0901887057990583
2,77,0.0887258360941765
2,78,0.0872660235161794
2,79,0.0864370987834025
2,80,0.08677982016634
2,81,0.0887551310706008
2,82,0.0926542776803977
2,83,0.1003188994647501
2,84,0.112996532974341
2,85,0.1312974407108281
2,86,0.1555764084516024
2,87,0.1854940688710421
2,88,0.2210390503888255
2,89,0.2629978851960056
2,90,0.3082724654943787
2,91,0.3544928588412622
2,92,0.4006167516638988
2,93,0.4460623122706111
2,94,0.4910100701378086
2,95,0.5351746950814306
2,96,0.5770664598327079
2,97,0.6178449065408285
2,98,0.6583392530884059
2,99,0.6984939981418893
2,100,0.7379665896348829
2,101,0.7761101522188858
2,102,0.8121260196949126
2,103,0.8456031075463594
2,104,0.875633527422206
2,105,0.902070070486461
2,106,0.925223334079102
2,107,0.9455639087440604
2,108,0.9634037025813806
2,109,0.9793655036003848
2,110,0.9941385837941644
2,111,1.0
2,112,1.0
2,113,1.0
3,0,0.0
3,1,4.123332055195281e-06
3,2,1.236988216136226e-05
3,3,2.3914911598547596e-05
3,4,3.606847262191189e-05
3,5,4.579132144060333e-05
3,6,5.356960049555648e-05
3,7,5.979222373951901e-05
3,8,6.182508515240668e-05
3,9,9.110729598254049e-05
3,10,0.0001863088820752
3,11,0.0003767081823448
3,12,0.0006885659827315
3,13,0.0012029892314579
3,14,0.0020685811791978
3,15,0.0035426509921603
3,16,0.0056853638569467
3,17,0.0084783596108273
3,18,0.0118836022365102
3,19,0.0158235856218655
3,20,0.0200877873867998
3,21,0.0243203127459376
3,22,0.0280254420224267
3,23,0.0310640639529568
3,24,0.0335573348559259
3,25,0.0357947315606766
3,26,0.0381947436685935
3,27,0.0413102521722153
3,28,0.0455658636738041
3,29,0.0511985185273281
3,30,0.0580881190370066
3,31,0.0657676793386829
3,32,0.0735322742808704
3,33,0.0805115018405314
3,34,0.0858503465198876
3,35,0.0892139843928147
3,36,0.0907355347036509
3,37,0.0909171793700384
3,38,0.0905319771689052
3,39,0.0904991196153206
3,40,0.0916030125213278
3,41,0.0942882652415559
3,42,0.0984929490483672
3,43,0.1037499667984337
3,44,0.1092509603332522
3,45,0.1140063468371137
3,46,0.1170465790221044
3,47,0.1179343107311783
3,48,0.1167761747809966
3,49,0.114086187384728
3,50,0.1106501816131001
3,51,0.1074396898739408
3,52,0.105295923428954
3,53,0.1048181170923617
3,54,0.1061069077551552
3,55,0.1087978889253259
3,56,0.1121598383274546
3,57,0.1152695299132669
3,58,0.1173465430912266
3,59,0.1181930949350712
3,60,0.1180422831227716
3,61,0.1176193960589277
3,62,0.1181232829982201
3,63,0.1211296434833376
3,64,0.1285823499869365
3,65,0.1416382680021354
3,66,0.1605548656793718
3,67,0.1849459840821198
3,68,0.2136819895268671
3,69,0.245030490940471
3,70,0.2767218013880403
3,71,0.3069792419443234
3,72,0.3356674020185548
3,73,0.3638344048442007
3,74,0.3933112407088875
3,75,0.4263669160309902
3,76,0.4654014347430331
3,77,0.5125885267733074
3,78,0.5682038151748603
3,79,0.6307398999477287
3,80,0.6975137227661145
3,81,0.7651191813480829
3,82,0.8300885197030032
3,83,0.8894559507836451
3,84,0.9410496548236588
3,85,0.983900172336152
3,86,1.0
3,87,1.0
3,88,1.0
4,0,0.5637380852990893
4,1,0.5650810982481934
4,2,0.5669836245018066
4,3,0.5693407223449249
4,4,0.5734932160436597
4,5,0.5787417687270361
4,6,0.5848993720350986
4,7,0.5917668749072065
4,8,0.5989750670685511
4,9,0.6062529684106963
4,10,0.6135093228061427
4,11,0.6207664094876292
4,12,0.6279806478715402
4,13,0.6352721649861574
4,14,0.6427129827802203
4,15,0.6502801443042043
4,16,0.6578226955283003
4,17,0.6651523983304163
4,18,0.6719510411930998
4,19,0.6780994269187988
4,20,0.6834954978453182
4,21,0.6881593432916044
4,22,0.6922667145274582
4,23,0.6960688333680479
4,24,0.6997912777458632
4,25,0.7037237967561281
4,26,0.7080861830274251
4,27,0.7130547760048982
4,28,0.7186541943220752
4,29,0.7248416795181468
4,30,0.7315229369896524
4,31,0.7384881394738088
4,32,0.745450007738486
4,33,0.7520852242378147
4,34,0.7581004953933806
4,35,0.7633966217495521
4,36,0.7679459284849856
4,37,0.7717907279822122
4,38,0.7751554477378453
4,39,0.7783892731320098
4,40,0.7817716530475435
4,41,0.7854997860065048
4,42,0.7895594242895304
4,43,0.7938203670963867
4,44,0.79809355915934
4,45,0.802159963236603
4,46,0.8057689153802411
4,47,0.8087580550043452
4,48,0.8110691543000103
4,49,0.8127587813732081
4,50,0.8139809260647166
4,51,0.8149107356316775
4,52,0.8156671384585046
4,53,0.8162763213877338
4,54,0.816746747099407
4,55,0.8170356293866609
4,56,0.8170954201771305
4,57,0.8172359025354538
4,58,0.817643546727711
4,59,0.8184553956900602
4,60,0.8198292672898183
4,61,0.8218876929605816
4,62,0.8247437779377346
4,63,0.82847762451345
4,64,0.8324051120052394
4,65,0.8360940152706687
4,66,0.8393167252265766
4,67,0.842067836812728
4,68,0.8443717488503459
4,69,0.8463340851761681
4,70,0.8482499749761411
4,71,0.8508237214269598
4,72,0.8546155133227062
4,73,0.860014576726201
4,74,0.8670956951642579
4,75,0.8759639759757348
4,76,0.886450524911421
4,77,0.8980036929484965
4,78,0.9099477071179952
4,79,0.9215920252426202
4,80,0.9322445555435396
4,81,0.9413682602626025
4,82,0.9485721902828388
4,83,0.9538552381899184
4,84,0.957601860365976
4,85,0.9603167263689344
4,86,0.9625292542738796
4,87,0.96482833983608
4,88,0.9677258665516334
4,89,0.9713070182021674
4,90,0.9753901759418312
4,91,0.9795546713982156
4,92,0.9834557494106296
4,93,0.986921867232422
4,94,0.9898415807099956
4,95,0.9922176833853722
4,96,0.9943831156445364
4,97,0.9967390340033722
4,98,0.999753073140876
4,99,1.0
4,100,1.0
4,101,1.0
4,102,1.0
4,103,1.0
4,104,1.0
4,105,1.0
4,106,1.0
4,107,1.0
4,108,1.0
4,109,1.0
4,110,1.0
4,111,1.0
4,112,1.0
4,113,1.0
4,114,1.0
4,115,1.0
4,116,1.0
4,117,1.0
4,118,1.0
4,119,1.0
4,120,1.0
4,121,1.0
4,122,1.0
4,123,1.0
4,124,0.997928883386292
4,125,0.9940562849130424
4,126,0.9926703590899394
4,127,0.9934630256786604
4,128,0.995811913671932
4,129,0.9988287047544834
4,130,1.0
4,131,1.0
4,132,1.0
4,133,1.0
4,134,1.0
4,135,0.9988787029344224
4,136,0.9966084757195312
