bearing_id,file_idx,time_sec,hi_kpca_pc1,hi_kpca_spe,hi_kpca_spe_cm,hi_kpca_md,hi_kpca_md_cm,spe_raw,md_raw,fpt_sec
1,47,27600,0.0,0.0,5.7267355e-09,0.0,1.0,0.52545595,2.2856352,10800
1,48,28200,0.0,0.0,5.7267355e-09,0.0,1.0,0.4537281,1.0422794,10800
1,49,28800,0.0,0.0,5.7267355e-09,0.0,1.0,0.5505033,1.7940046,10800
1,50,29400,0.0,0.0,5.7267355e-09,0.0,1.0,0.6791645,1.390051,10800
1,51,30000,0.0,0.0,5.7267355e-09,0.0,1.0,0.627902,2.06013,10800
1,52,30600,0.0,0.0,5.7267355e-09,0.0,1.0,0.710125,1.6404338,10800
1,53,31200,0.6722723,1.3402462e-10,5.7267355e-09,0.0,1.0,1.4419918,2.147075,10800
1,54,31800,0.23322766,3.088397e-10,5.7267355e-09,0.0,1.0,2.212683,1.3136246,10800
1,55,32400,0.60774714,1.668473e-10,5.7267355e-09,0.0,1.0,1.5866941,1.5436999,10800
1,56,33000,0.04614485,5.1352245e-10,5.7267355e-09,0.0,1.0,3.1150486,1.0206487,10800
1,57,33600,0.0,8.5628504e-10,5.7267355e-09,0.0,1.0,4.6261544,0.997747,10800
1,58,34200,0.0,1.2537676e-09,5.7267355e-09,0.0,1.0,6.378499,0.99851334,10800
1,59,34800,0.0,8.39197e-11,5.7267355e-09,0.0,1.0,1.2210989,1.4450413,10800
1,60,35400,0.0,1.6405594e-11,5.7267355e-09,0.0,1.0,0.9234557,1.6325438,10800
1,61,36000,0.0,0.0,5.7267355e-09,0.0,1.0,0.62586457,1.3203055,10800
1,62,36600,0.0,0.0,5.7267355e-09,0.0,1.0,0.43854058,1.2085395,10800
1,63,37200,0.0,0.0,5.7267355e-09,0.0,1.0,0.585969,1.2779775,10800
1,64,37800,0.0,0.0,5.7267355e-09,0.0,1.0,0.55738574,1.2975887,10800
1,65,38400,0.46238184,2.3561061e-10,5.7267355e-09,0.0,1.0,1.8898445,1.5244629,10800
1,66,39000,0.44879684,3.28714e-10,5.7267355e-09,0.0,1.0,2.3003008,1.7760993,10800
1,67,39600,0.335184,4.317836e-10,5.7267355e-09,0.0,1.0,2.7546942,1.134528,10800
1,68,40200,0.19264066,5.6928495e-10,5.7267355e-09,0.0,1.0,3.3608837,1.2835041,10800
1,69,40800,0.0,1.1648331e-09,5.7267355e-09,0.0,1.0,5.9864216,0.93839824,10800
1,70,41400,0.0033814497,1.0280384e-09,5.7267355e-09,0.0,1.0,5.3833475,0.959218,10800
1,71,42000,0.0,0.0,5.7267355e-09,0.0,1.0,0.6705168,2.534471,10800
1,72,42600,0.0,0.0,5.7267355e-09,0.0,1.0,0.66262954,1.9287031,10800
1,73,43200,0.0,0.0,5.7267355e-09,0.0,1.0,0.5454987,1.6046926,10800
1,74,43800,0.0,0.0,5.7267355e-09,0.0,1.0,0.5904271,2.1345148,10800
1,75,44400,0.0,0.0,5.7267355e-09,0.0,1.0,0.72470456,1.522791,10800
1,76,45000,0.0,4.4195233e-12,5.7267355e-09,0.0,1.0,0.8706139,1.0001183,10800
1,77,45600,0.0,1.1283817e-09,5.7267355e-09,0.0,1.0,5.8257217,0.87404096,10800
1,78,46200,0.0,1.4355678e-09,5.7267355e-09,0.0,1.0,7.1799846,0.9389138,10800
1,79,46800,0.0,8.551452e-09,8.551452e-09,0.0,1.0,38.551125,0.97884727,10800
1,80,47400,0.0,2.0793796e-09,8.551452e-09,0.0,1.0,10.018297,0.97485864,10800
1,81,48000,0.0,2.7013345e-09,8.551452e-09,0.0,1.0,12.760252,0.978419,10800
1,82,48600,0.0,8.487574e-09,8.551452e-09,0.0,1.0,38.26951,0.97884727,10800
1,83,49200,0.0,1.843553e-08,1.843553e-08,0.0,1.0,82.126144,0.97884727,10800
1,84,49800,0.0,3.7953477e-11,1.843553e-08,0.0,1.0,1.0184519,1.5261555,10800
1,85,50400,0.0,0.0,1.843553e-08,0.0,1.0,0.6912051,1.1489534,10800
1,86,51000,0.0,5.3363716e-11,1.843553e-08,0.0,1.0,1.0863895,1.7840915,10800
1,87,51600,0.0,4.4870835e-10,1.843553e-08,0.0,1.0,2.8293087,1.1035897,10800
1,88,52200,0.0,1.9181819e-08,1.9181819e-08,0.0,1.0,85.41624,0.97884727,10800
1,89,52800,0.0,4.3068367e-09,1.9181819e-08,0.0,1.0,19.838282,0.9788476,10800
1,90,53400,0.0,1.7495715e-08,1.9181819e-08,0.0,1.0,77.982864,0.97884727,10800
1,91,54000,0.0,1.0,1.0,0.0,1.0,4408607000.0,0.97884727,10800
1,92,54600,0.0,3.7671644e-08,1.0,0.0,1.0,166.9306,0.97884727,10800
1,93,55200,0.0,3.538672e-08,1.0,0.0,1.0,156.85727,0.97884727,10800
1,94,55800,0.0,3.7549853e-08,1.0,0.0,1.0,166.39369,0.97884727,10800
1,95,56400,0.0,4.5787253e-08,1.0,0.0,1.0,202.70915,0.97884727,10800
1,96,57000,0.0,5.985034e-09,1.0,0.0,1.0,27.236794,0.97884727,10800
1,97,57600,0.0,4.254283e-09,1.0,0.0,1.0,19.606592,0.97884727,10800
1,98,58200,0.0,5.5032903e-09,1.0,0.0,1.0,25.112976,0.97884727,10800
1,99,58800,0.0,1.2272618e-08,1.0,0.0,1.0,54.95628,0.97884727,10800
1,100,59400,0.0,1.5120003e-09,1.0,0.0,1.0,7.5169454,0.9828868,10800
1,101,60000,0.0,6.510265e-09,1.0,0.0,1.0,29.552332,0.97884727,10800
1,102,60600,0.0,2.0418263e-08,1.0,0.0,1.0,90.86723,0.97884727,10800
1,103,61200,0.0,6.8272796e-09,1.0,0.0,1.0,30.949924,0.97884727,10800
1,104,61800,0.0,5.532353e-08,1.0,0.0,1.0,244.75084,0.97884727,10800
1,105,62400,0.0,7.350577e-08,1.0,0.0,1.0,324.90918,0.97884727,10800
1,106,63000,0.0,1.15964774e-07,1.0,0.0,1.0,512.09424,0.97884727,10800
1,107,63600,0.0,1.7099663e-07,1.0,0.0,1.0,754.70807,0.97884727,10800
1,108,64200,0.0,1.1617588e-08,1.0,0.0,1.0,52.06851,0.97884727,10800
1,109,64800,0.0,1.7314665e-08,1.0,0.0,1.0,77.18469,0.97884727,10800
1,110,65400,0.0,0.0020334928,1.0,0.0,1.0,8964872.0,0.97884727,10800
1,111,66000,0.0,3.0816768e-08,1.0,0.0,1.0,136.71016,0.97884727,10800
1,112,66600,0.0,2.2839465e-08,1.0,0.0,1.0,101.54136,0.97884727,10800
1,113,67200,0.0,1.1880754e-08,1.0,0.0,1.0,53.228706,0.97884727,10800
1,114,67800,0.0,3.214093e-07,1.0,0.0,1.0,1417.8185,0.97884727,10800
1,115,68400,0.0,3.4715694e-07,1.0,0.0,1.0,1531.3297,0.97884727,10800
1,116,69000,0.0,3.567405e-07,1.0,0.0,1.0,1573.5798,0.97884727,10800
1,117,69600,0.0,3.829265e-07,1.0,0.0,1.0,1689.0236,0.97884727,10800
1,118,70200,0.0,3.8646877e-07,1.0,0.0,1.0,1704.6401,0.97884727,10800
1,119,70800,0.0,0.23629037,1.0,0.0,1.0,1041711400.0,0.97884727,10800
1,120,71400,0.0,3.9193577e-07,1.0,0.0,1.0,1728.7421,0.97884727,10800
1,121,72000,0.0,1.2805913e-06,1.0,0.0,1.0,5646.475,0.97884727,10800
1,122,72600,0.0,1.0346184e-06,1.0,0.0,1.0,4562.0776,0.97884727,10800
1,123,73200,0.0,7.476375e-07,1.0,0.0,1.0,3296.891,0.97884727,10800
1,124,73800,0.0,6.3755624e-07,1.0,0.0,1.0,2811.5862,0.97884727,10800
1,125,74400,0.0,4.642469e-07,1.0,0.0,1.0,2047.5333,0.97884727,10800
1,126,75000,0.0,3.0705876e-05,1.0,0.0,1.0,135370.98,0.97884727,10800
