bearing_id,file_idx,time_sec,hi_kpca_pc1,hi_kpca_spe,hi_kpca_spe_cm,hi_kpca_md,hi_kpca_md_cm,spe_raw,md_raw,fpt_sec
4,37,21600,0.0,1.249785e-05,1.4816357e-05,0.0,1.0,3.3321495,1.9109385,19200
4,38,22200,0.0,0.0,1.4816357e-05,0.0,1.0,0.6592441,2.462037,19200
4,39,22800,0.0,0.0,1.4816357e-05,0.0,1.0,0.5259135,2.3654873,19200
4,40,23400,0.41945028,5.523032e-10,1.4816357e-05,0.0,1.0,0.84675646,2.505584,19200
4,41,24000,0.5147661,3.173072e-06,1.4816357e-05,0.0,1.0,1.4776896,2.902121,19200
4,42,24600,0.0,1.8870995e-05,1.8870995e-05,0.0,1.0,4.599605,1.7750051,19200
4,43,25200,0.0,1.3504142e-05,1.8870995e-05,0.0,1.0,3.5322754,2.6446912,19200
4,44,25800,0.0,1.7418888e-05,1.8870995e-05,0.0,1.0,4.310818,2.0189438,19200
4,45,26400,0.20134239,6.1182477e-06,1.8870995e-05,0.30509993,1.0,2.0634098,3.343939,19200
4,46,27000,0.006639884,1.0777693e-05,1.8870995e-05,0.0,1.0,2.9900544,2.7252667,19200
4,47,27600,0.0,7.598036e-06,1.8870995e-05,0.0,1.0,2.3577018,2.301981,19200
4,48,28200,0.0,3.825249e-06,1.8870995e-05,0.0,1.0,1.607391,2.39091,19200
4,49,28800,0.0,8.538978e-06,1.8870995e-05,0.0,1.0,2.5448313,2.096615,19200
4,50,29400,0.0,5.9649387e-06,1.8870995e-05,0.0,1.0,2.0329206,2.5428855,19200
4,51,30000,0.0,9.903246e-06,1.8870995e-05,0.0,1.0,2.8161492,2.2218978,19200
4,52,30600,0.0,1.293474e-05,1.8870995e-05,0.0,1.0,3.419036,1.9988289,19200
4,53,31200,0.033363752,1.024183e-05,1.8870995e-05,0.0,1.0,2.8834848,2.9347112,19200
4,54,31800,0.33938178,5.49344e-06,1.8870995e-05,0.009263407,1.0,1.9391515,3.010131,19200
4,55,32400,0.2186038,5.7350403e-06,1.8870995e-05,0.0,1.0,1.9871995,2.7499273,19200
4,56,33000,0.19804116,5.306523e-06,1.8870995e-05,0.0,1.0,1.9019785,2.7579296,19200
4,57,33600,0.085025005,8.421656e-06,1.8870995e-05,0.02321233,1.0,2.521499,3.02587,19200
4,58,34200,0.1900292,6.5050353e-06,1.8870995e-05,0.0,1.0,2.140332,2.7640321,19200
4,59,34800,0.0,6.1421233e-06,1.8870995e-05,0.0,1.0,2.068158,1.6559746,19200
4,60,35400,0.0,2.4625135e-06,1.8870995e-05,0.0,1.0,1.3363776,2.3404036,19200
4,61,36000,0.0,2.2034424e-06,1.8870995e-05,0.0,1.0,1.284855,2.4602141,19200
4,62,36600,0.0,3.135106e-06,1.8870995e-05,0.0,1.0,1.4701391,2.7831907,19200
4,63,37200,0.0,6.334688e-06,1.8870995e-05,0.0,1.0,2.1064541,2.3895743,19200
4,64,37800,0.0,0.00691618,0.00691618,0.0,1.0,1376.2981,1.0381944,19200
4,65,38400,0.16300885,6.868632e-06,0.00691618,0.0,1.0,2.212642,2.9043107,19200
4,66,39000,0.17849877,7.4412364e-06,0.00691618,0.12827803,1.0,2.3265185,3.1444213,19200
4,67,39600,0.16137241,7.906125e-06,0.00691618,0.0,1.0,2.4189727,2.6542127,19200
4,68,40200,0.26154026,6.326832e-06,0.00691618,0.0,1.0,2.1048918,2.5594196,19200
4,69,40800,0.05482626,1.2669455e-05,0.00691618,0.0,1.0,3.3662775,1.6917417,19200
4,70,41400,0.0,1.6174989e-05,0.00691618,0.0,1.0,4.0634384,1.4102523,19200
4,71,42000,0.0,5.5313917e-06,0.00691618,0.0,1.0,1.9466991,1.5159153,19200
4,72,42600,0.0,8.509638e-06,0.00691618,0.0,1.0,2.5389962,1.5132751,19200
4,73,43200,0.0,1.6453228e-05,0.00691618,0.0,1.0,4.118773,1.3642385,19200
4,74,43800,0.0,5.7473702e-05,0.00691618,0.0,1.0,12.276697,1.0382555,19200
4,75,44400,0.0,6.423641e-06,0.00691618,0.0,1.0,2.1241446,0.9484477,19200
4,76,45000,0.0,0.00068283215,0.00691618,0.0,1.0,136.64452,1.0381944,19200
4,77,45600,0.0,0.00068162644,0.00691618,0.0,1.0,136.40474,1.0381944,19200
4,78,46200,0.0,0.00029465987,0.00691618,0.0,1.0,59.446968,1.0381944,19200
4,79,46800,0.0,0.00029442704,0.00691618,0.0,1.0,59.40066,1.0381944,19200
4,80,47400,0.0,0.00041084894,0.00691618,0.0,1.0,82.554,1.0381944,19200
4,81,48000,0.0,0.00070286536,0.00691618,0.0,1.0,140.62862,1.0381944,19200
4,82,48600,0.0,0.0034847772,0.00691618,0.0,1.0,693.87976,1.0381944,19200
4,83,49200,0.0,1.4763406e-05,0.00691618,0.0,1.0,3.7827108,1.1538239,19200
4,84,49800,0.0,1.0671228e-05,0.00691618,0.0,1.0,2.9688811,1.4284935,19200
4,85,50400,0.0,1.5010169e-05,0.00691618,0.0,1.0,3.8317857,1.109419,19200
4,86,51000,0.0,1.9789333e-05,0.00691618,0.0,1.0,4.7822394,1.0588615,19200
4,87,51600,0.0,1.5184499e-05,0.00691618,0.0,1.0,3.8664556,1.0350993,19200
4,88,52200,0.0,2.7296684e-05,0.00691618,0.0,1.0,6.27526,1.0368943,19200
4,89,52800,0.0,0.0046709105,0.00691618,0.0,1.0,929.77136,1.0381944,19200
4,90,53400,0.0,0.00016775513,0.00691618,0.0,1.0,34.208855,1.0381944,19200
4,91,54000,0.0,0.0013882037,0.00691618,0.0,1.0,276.9249,1.0381944,19200
4,92,54600,0.0,0.0009348542,0.00691618,0.0,1.0,186.76526,1.0381944,19200
4,93,55200,0.0,9.3408315e-05,0.00691618,0.0,1.0,19.423174,1.0381948,19200
4,94,55800,0.0,0.003820428,0.00691618,0.0,1.0,760.63214,1.0381944,19200
4,95,56400,0.0,0.002246061,0.00691618,0.0,1.0,447.5308,1.0381944,19200
4,96,57000,0.0,1.7806386e-05,0.00691618,0.0,1.0,4.3878818,1.0197873,19200
4,97,57600,0.0,2.0096026e-05,0.00691618,0.0,1.0,4.8432326,1.0172122,19200
4,98,58200,0.0,2.3446773e-05,0.00691618,0.0,1.0,5.5096107,1.0373868,19200
4,99,58800,0.0,0.0018475751,0.00691618,0.0,1.0,368.28214,1.0381944,19200
4,100,59400,0.0,0.0108728735,0.0108728735,0.0,1.0,2163.1833,1.0381944,19200
4,101,60000,0.0,0.14630798,0.14630798,0.0,1.0,29097.764,1.0381944,19200
4,102,60600,0.0,0.58504033,0.58504033,0.0,1.0,116350.414,1.0381944,19200
4,103,61200,0.0,0.0035499188,0.58504033,0.0,1.0,706.8348,1.0381944,19200
4,104,61800,0.0,0.00072847406,0.58504033,0.0,1.0,145.72153,1.0381944,19200
4,105,62400,0.0,0.0052535874,0.58504033,0.0,1.0,1045.651,1.0381944,19200
4,106,63000,0.0,0.0032457486,0.58504033,0.0,1.0,646.3431,1.0381944,19200
4,107,63600,0.0,0.00019608042,0.58504033,0.0,1.0,39.842033,1.0381944,19200
4,108,64200,0.0,0.0010150329,0.58504033,0.0,1.0,202.71074,1.0381944,19200
4,109,64800,0.0,0.0012796301,0.58504033,0.0,1.0,255.33237,1.0381944,19200
4,110,65400,0.0,0.009931045,0.58504033,0.0,1.0,1975.8777,1.0381944,19200
4,111,66000,0.0,9.12337e-06,0.58504033,0.0,1.0,2.6610518,1.0444185,19200
4,112,66600,0.0,0.0007281448,0.58504033,0.0,1.0,145.65604,1.0381944,19200
4,113,67200,0.0,0.00062894856,0.58504033,0.0,1.0,125.92845,1.0381944,19200
4,114,67800,0.0,1.0,1.0,0.0,1.0,198875.3,1.0381944,19200
4,115,68400,0.0,0.052442398,1.0,0.0,1.0,10430.3,1.0381944,19200
4,116,69000,0.0,0.0077440157,1.0,0.0,1.0,1540.9335,1.0381944,19200
4,117,69600,0.0,0.015227271,1.0,0.0,1.0,3029.1619,1.0381944,19200
4,118,70200,0.0,0.00286771,1.0,0.0,1.0,571.1609,1.0381944,19200
4,119,70800,0.0,0.00024984643,1.0,0.0,1.0,50.534714,1.0381944,19200
4,120,71400,0.0,1.07642e-05,1.0,0.0,1.0,2.987371,0.9259283,19200
4,121,72000,0.0,6.222698e-06,1.0,0.0,1.0,2.0841823,0.8676589,19200
4,122,72600,0.0,6.1716187e-06,1.0,0.0,1.0,2.074024,0.81245446,19200
4,123,73200,0.0,1.5183252e-06,1.0,0.0,1.0,1.1486027,1.2112138,19200
4,124,73800,0.0,2.126176e-06,1.0,0.0,1.0,1.2694887,1.0672005,19200
4,125,74400,0.0,2.53666e-05,1.0,0.0,1.0,5.891415,1.0263028,19200
4,126,75000,0.0,0.02873181,1.0,0.0,1.0,5714.869,1.0381944,19200
4,127,75600,0.0,0.001903478,1.0,0.0,1.0,379.39978,1.0381944,19200
4,128,76200,0.0,0.020635746,1.0,0.0,1.0,4104.769,1.0381944,19200
4,129,76800,0.0,0.031698007,1.0,0.0,1.0,6304.77,1.0381944,19200
4,130,77400,0.0,0.0006490052,1.0,0.0,1.0,129.91719,1.0381944,19200
4,131,78000,0.0,0.009551626,1.0,0.0,1.0,1900.4209,1.0381944,19200
4,132,78600,0.0,0.0004522003,1.0,0.0,1.0,90.77773,1.0381944,19200
4,133,79200,0.0,1.9538518e-05,1.0,0.0,1.0,4.732359,1.0142924,19200
4,134,79800,0.0,3.105384e-05,1.0,0.0,1.0,7.0224624,1.035366,19200
4,135,80400,0.0,2.1404534e-05,1.0,0.0,1.0,5.1034617,1.0177113,19200
4,136,81000,0.0,2.7051621e-05,1.0,0.0,1.0,6.226523,1.0317551,19200
4,137,81600,0.0,2.7553935e-05,1.0,0.0,1.0,6.32642,1.0316874,19200
