test_bearing,obs_idx,rul_true,rul_pred,score
1,71,37.0,14.671842575073242,0.43319021834055155
1,72,37.0,14.680970191955566,0.43333838962340343
1,73,37.0,14.721391677856445,0.4339951728916125
1,74,37.0,14.770529747009277,0.4347949271568232
1,75,37.0,14.917856216430664,0.43720160618772036
1,76,37.0,14.981497764587402,0.43824535045785246
1,77,37.0,14.829925537109375,0.43576360015841076
1,78,37.0,14.667940139770508,0.43312688442534886
1,79,37.0,14.462965965270996,0.42981327414720283
1,80,37.0,14.261985778808594,0.4265888462974852
1,81,37.0,14.006916046142578,0.4225314392902296
1,82,37.0,13.788949012756348,0.41909482007617943
1,83,37.0,13.551810264587402,0.4153876660624617
1,84,37.0,13.44652271270752,0.41375225088018386
1,85,37.0,13.476369857788086,0.41421520692180347
1,86,37.0,13.597248077392578,0.41609543985858893
1,87,37.0,13.835470199584961,0.4198259513487006
1,88,37.0,14.00931167602539,0.4225693665943718
1,89,37.0,14.182509422302246,0.42532045070843655
1,90,37.0,14.185595512390137,0.42536963242767395
1,91,36.0,14.068262100219727,0.4297501703465548
1,92,35.0,13.913030624389648,0.43377846028391853
1,93,34.0,13.765335083007812,0.43821950147234073
1,94,33.0,13.563407897949219,0.4419713388015605
1,95,32.0,13.377647399902344,0.4463053365916249
1,96,31.0,13.299906730651855,0.45314934317165856
1,97,30.0,13.318639755249023,0.4626231341626043
1,98,29.0,13.3829927444458,0.4740019886038561
1,99,28.0,13.46510124206543,0.48693224523147904
1,100,27.0,13.58310317993164,0.5021379926484588
1,101,26.0,13.693939208984375,0.5188465904885765
1,102,25.0,13.68178653717041,0.5338635376995403
1,103,24.0,13.618744850158691,0.5490066023084549
1,104,23.0,13.534453392028809,0.5652296261129321
1,105,22.0,13.43899917602539,0.5830644216160907
1,106,21.0,13.278960227966309,0.6006776452708951
1,107,20.0,13.112298965454102,0.6203825002618383
1,108,19.0,13.080513000488281,0.6492725427682585
1,109,18.0,13.07084846496582,0.6841177161295581
1,110,17.0,13.061058044433594,0.7252725057052444
1,111,16.0,13.04050350189209,0.7738162538576255
1,112,15.0,13.042143821716309,0.8344818113452772
1,113,14.0,13.02391242980957,0.9078708079790322
1,114,13.0,12.727931022644043,0.9714039340862203
1,115,12.0,12.50242805480957,0.864929816493353
1,116,11.0,12.3349609375,0.6566513936833019
1,117,10.0,12.208320617675781,0.465173137048213
1,118,9.0,12.095035552978516,0.30366147728768433
1,119,8.0,11.966412544250488,0.17936771707042254
1,120,7.0,11.991559028625488,0.08447104410690978
1,121,6.0,11.916184425354004,0.03280015203391903
1,122,5.0,11.772489547729492,0.009146975183559626
1,123,4.0,11.70720386505127,0.0012585647603795239
1,124,3.0,11.696874618530273,4.331448138219204e-05
1,125,2.0,11.678833961486816,5.199380922690831e-08
1,126,1.0,11.64494800567627,9.500724835695563e-17
2,10,22.0,16.552837371826172,0.7094649895177095
2,11,22.0,16.483325958251953,0.7063642229347332
2,12,22.0,16.440690994262695,0.7044690706240843
2,13,22.0,16.430391311645508,0.7040120059846103
2,14,22.0,16.457143783569336,0.7051998047477488
2,15,22.0,16.51470947265625,0.7077624977728716
2,16,22.0,16.649518966674805,0.7138004090917474
2,17,22.0,16.64348602294922,0.7135291050301629
2,18,22.0,16.61062240600586,0.7120530239037048
2,19,22.0,16.570802688598633,0.7102685979218053
2,20,22.0,16.48807716369629,0.7065757326367152
2,21,22.0,16.393522262573242,0.7023783132050672
2,22,22.0,16.321422576904297,0.6991944744755272
2,23,22.0,16.308712005615234,0.698634688614721
2,24,22.0,16.214601516723633,0.6945038915827043
2,25,22.0,16.103633880615234,0.689664549879213
2,26,22.0,16.028005599975586,0.6863857079401958
2,27,22.0,16.03289794921875,0.6865973419225972
2,28,22.0,16.07826042175293,0.6885627487606618
2,29,22.0,16.136472702026367,0.6910931400501674
2,30,22.0,16.167261123657227,0.69243521921751
2,31,22.0,16.174264907836914,0.6927408805609516
2,32,22.0,16.18754768371582,0.6933209422746958
2,33,22.0,16.19894790649414,0.6938191797994843
2,34,22.0,16.199525833129883,0.6938444471494674
2,35,22.0,16.211183547973633,0.6943543269945744
2,36,22.0,16.247814178466797,0.6959589005705354
2,37,22.0,16.282941818237305,0.6975011197018844
2,38,22.0,16.315656661987305,0.6989404824395716
2,39,22.0,16.34907341003418,0.7004137936153253
2,40,22.0,16.37408447265625,0.7015185382107961
2,41,22.0,16.3709774017334,0.7013812034166838
2,42,22.0,16.35260009765625,0.7005694628237052
2,43,22.0,16.31984519958496,0.6991249808816334
2,44,22.0,16.281761169433594,0.6974492298702587
2,45,22.0,16.240280151367188,0.6956285763172741
2,46,22.0,16.20890998840332,0.6942548576741722
2,47,22.0,16.211606979370117,0.6943728538952341
2,48,22.0,16.228885650634766,0.6951292900888347
2,49,22.0,16.26593780517578,0.6967541612139139
2,50,22.0,16.3127384185791,0.6988119672224568
2,51,22.0,16.343793869018555,0.7001808175021896
2,52,22.0,16.344144821166992,0.7001963019489037
2,53,22.0,16.306869506835938,0.6985535803856388
2,54,22.0,16.25766372680664,0.6963909838548088
2,55,22.0,16.21489906311035,0.6945169132385077
2,56,22.0,16.17831039428711,0.6929174964209613
2,57,22.0,16.14667510986328,0.6915375785235262
2,58,22.0,16.12257194519043,0.6904880533438729
2,59,22.0,16.103466033935547,0.6896572556209385
2,60,22.0,16.119781494140625,0.690366651531113
2,61,22.0,16.169160842895508,0.6925181140274941
2,62,22.0,16.228687286376953,0.6951206013034189
2,63,22.0,16.290449142456055,0.6978311589471374
2,64,22.0,16.35354232788086,0.7006110590471883
2,65,22.0,16.39092445373535,0.7022633455922527
2,66,22.0,16.394006729125977,0.7023997556497165
2,67,22.0,16.348461151123047,0.7003867718198001
2,68,22.0,16.294885635375977,0.6980262707907989
2,69,22.0,16.24393081665039,0.695788617650212
2,70,22.0,16.19892120361328,0.6938180123534081
2,71,22.0,16.115354537963867,0.6901740954539517
2,72,22.0,16.0438175201416,0.6870699377578517
2,73,22.0,16.048967361450195,0.6872929342530024
2,74,22.0,16.12229347229004,0.6904759370981458
2,75,22.0,16.207815170288086,0.6942069639402252
2,76,22.0,16.25704574584961,0.6963638661735178
2,77,22.0,16.274192810058594,0.6971166901204585
2,78,22.0,16.2475643157959,0.6959479429986517
2,79,22.0,16.20654296875,0.6941513145704273
2,80,22.0,16.17318344116211,0.6926936740463168
2,81,22.0,16.138774871826172,0.6911934024768666
2,82,22.0,16.095073699951172,0.6892926410538539
2,83,22.0,16.0468692779541,0.6872020750936249
2,84,22.0,15.994277954101562,0.684928486281971
2,85,22.0,16.00156021118164,0.6852428581383023
2,86,22.0,16.02204132080078,0.6861277924871604
2,87,22.0,16.039138793945312,0.686867404040041
2,88,22.0,16.02130699157715,0.6860960443278284
2,89,22.0,15.95402717590332,0.6831934776338274
2,90,22.0,15.393599510192871,0.6594879193844182
2,91,22.0,14.987504005432129,0.6428260788656305
2,92,22.0,14.756593704223633,0.6335403966954977
2,93,22.0,14.63593864440918,0.628741927310617
2,94,21.0,14.603667259216309,0.655571686932179
2,95,20.0,14.561762809753418,0.685950454542447
2,96,19.0,13.381865501403809,0.6637065518816507
2,97,18.0,12.786742210388184,0.6693112340328793
2,98,17.0,12.625492095947266,0.6999637000487093
2,99,16.0,12.478607177734375,0.7370456574536198
2,100,15.0,12.427680015563965,0.7884132907560234
2,101,14.0,12.196219444274902,0.8364302033608235
2,102,13.0,11.971794128417969,0.8961514544605141
2,103,12.0,11.824494361877441,0.9799289535012214
2,104,11.0,11.701366424560547,0.8017348431236484
2,105,10.0,11.903016090393066,0.5170916648143173
2,106,9.0,12.340165138244629,0.27630866314103025
2,107,8.0,12.33126163482666,0.1531440772945923
2,108,7.0,12.277312278747559,0.07332714755403172
2,109,6.0,12.055923461914062,0.030256671871355813
2,110,5.0,11.721858978271484,0.009473682394875328
2,111,4.0,11.260601997375488,0.0018532169565997423
2,112,3.0,10.737890243530273,0.00013115098476653645
2,113,2.0,10.313730239868164,5.537255393736153e-07
2,114,1.0,10.013938903808594,2.708133405577953e-14
3,10,27.0,29.998592376708984,0.6805179472452532
3,11,27.0,29.84946060180664,0.6936703431774125
3,12,27.0,29.77324104309082,0.7004902347446879
3,13,27.0,29.761369705200195,0.7015584638002603
3,14,27.0,29.858192443847656,0.6928932960879914
3,15,27.0,29.93016815185547,0.6865212433535329
3,16,27.0,29.897912979125977,0.6893695347424984
3,17,27.0,29.83793830871582,0.6946970464558314
3,18,27.0,29.779539108276367,0.6999241709181973
3,19,27.0,29.746198654174805,0.7029259853295174
3,20,27.0,29.746301651000977,0.7029166921939868
3,21,27.0,29.745933532714844,0.7029499071139228
3,22,27.0,29.746631622314453,0.7028869205685723
3,23,27.0,29.7448673248291,0.703046118769584
3,24,27.0,29.744426727294922,0.7030858809195925
3,25,27.0,29.7408447265625,0.7034092255056454
3,26,27.0,29.74440574645996,0.7030877744113992
3,27,27.0,29.745891571044922,0.7029536933702485
3,28,27.0,29.748395919799805,0.7027277584165003
3,29,27.0,29.748035430908203,0.7027602761857332
3,30,27.0,29.74407958984375,0.7031172102580223
3,31,27.0,29.74261474609375,0.7032494285560441
3,32,27.0,29.742902755737305,0.7032234305469623
3,33,27.0,29.74490737915039,0.7030425041401818
3,34,27.0,29.747121810913086,0.7028426956842225
3,35,27.0,29.739351272583008,0.703544082424705
3,36,27.0,29.731225967407227,0.7042782398484857
3,37,27.0,29.732362747192383,0.7041754806689003
3,38,27.0,29.730358123779297,0.7043566986446417
3,39,27.0,29.728689193725586,0.7045076055124324
3,40,27.0,29.732406616210938,0.7041715154305692
3,41,27.0,29.74477767944336,0.7030542087217784
3,42,27.0,29.753541946411133,0.7022637269732446
3,43,27.0,29.75813865661621,0.7018494880113747
3,44,27.0,29.76030731201172,0.7016541414414516
3,45,27.0,29.75939178466797,0.7017366030178392
3,46,27.0,29.757322311401367,0.7019230362530324
3,47,27.0,29.749061584472656,0.7026677163314363
3,48,27.0,29.74636459350586,0.7029110131160896
3,49,27.0,29.744752883911133,0.7030564463845653
3,50,27.0,29.743087768554688,0.7032067303461466
3,51,27.0,29.736732482910156,0.7037806180886621
3,52,27.0,29.732025146484375,0.7042059965109907
3,53,27.0,29.743621826171875,0.703158525805595
3,54,27.0,29.751426696777344,0.7024544277784344
3,55,27.0,29.755592346191406,0.7020789221358389
3,56,27.0,29.7574462890625,0.7019118660470878
3,57,27.0,29.756847381591797,0.7019658283790878
3,58,27.0,29.75582504272461,0.7020579520087201
3,59,27.0,29.746322631835938,0.702914799162923
3,60,27.0,29.752399444580078,0.7023667230514914
3,61,27.0,29.7557315826416,0.7020663743615604
3,62,27.0,29.750701904296875,0.7025197835185215
3,63,27.0,29.746784210205078,0.702873153769323
3,64,26.0,29.744646072387695,0.607045161304144
3,65,25.0,29.77042579650879,0.516168798466702
3,66,24.0,29.76946449279785,0.4346807857985867
3,67,23.0,29.762922286987305,0.3609321351947752
3,68,22.0,29.762006759643555,0.29441183139935995
3,69,21.0,29.76224136352539,0.23549234293699328
3,70,20.0,29.762161254882812,0.18421464773580914
3,71,19.0,29.761985778808594,0.14042760580718042
3,72,18.0,29.754863739013672,0.10400754341849332
3,73,17.0,29.730056762695312,0.07462824957874524
3,74,16.0,29.71316146850586,0.0512834468357341
3,75,15.0,29.70892333984375,0.03342393850456157
3,76,14.0,29.71035385131836,0.02046296964868444
3,77,13.0,29.714189529418945,0.011609628078923073
3,78,12.0,29.71712303161621,0.0059945426494239585
3,79,11.0,29.693750381469727,0.0027675800000612045
3,80,10.0,29.66683578491211,0.0010960900982269397
3,81,9.0,29.638444900512695,0.00035354887216022807
3,82,8.0,29.617921829223633,8.564917388933741e-05
3,83,7.0,29.601774215698242,1.3808111646108215e-05
3,84,6.0,29.553739547729492,1.2340939930665491e-06
3,85,5.0,29.508447647094727,4.190078033332346e-08
3,86,4.0,29.492948532104492,2.5545962328079567e-10
3,87,3.0,29.503591537475586,5.0432046354723376e-14
3,88,2.0,29.52004051208496,1.9458340998558873e-21
3,89,1.0,29.537851333618164,1.1123813114863115e-43
4,10,59.0,6.261441230773926,0.28962383581871004
4,11,59.0,6.85466194152832,0.29368905812024293
4,12,59.0,7.601501941680908,0.2988882384837997
4,13,59.0,8.472676277160645,0.3050693963275457
4,14,59.0,9.07966423034668,0.30945150169802627
4,15,59.0,9.368340492248535,0.31155761063056936
4,16,59.0,9.263954162597656,0.31079438500116313
4,17,59.0,8.399652481079102,0.30454640562967267
4,18,59.0,7.554812431335449,0.29856052569312813
4,19,59.0,6.920740604400635,0.2941453992867283
4,20,59.0,6.533235549926758,0.29147935568803157
4,21,59.0,6.242977142333984,0.289498212166968
4,22,59.0,6.049525737762451,0.2881853033530477
4,23,59.0,6.584373474121094,0.2918297969883871
4,24,59.0,7.159430027008057,0.295799710030014
4,25,59.0,7.720375061035156,0.2997242313774928
4,26,59.0,8.198160171508789,0.3031079788859459
4,27,59.0,8.48652458190918,0.3051686780626793
4,28,59.0,8.506719589233398,0.30531351871083295
4,29,59.0,7.835346221923828,0.3005350075091424
4,30,59.0,7.16525411605835,0.29584019174582604
4,31,59.0,6.675317287445068,0.2924540639267734
4,32,59.0,6.340133190155029,0.2901598418413484
4,33,59.0,6.090230464935303,0.28846106116399
4,34,59.0,5.907045841217041,0.28722213521656886
4,35,59.0,6.259639263153076,0.28961157341711646
4,36,59.0,6.672840118408203,0.29243704218061334
4,37,59.0,6.987994194030762,0.29461058263607154
4,38,59.0,7.4068756103515625,0.29752453100504384
4,39,59.0,7.776867866516113,0.30012234470135996
4,40,59.0,7.894353866577148,0.3009519804725704
4,41,59.0,7.4238080978393555,0.29764292601095943
4,42,59.0,6.910043239593506,0.29407147489960217
4,43,59.0,6.5126824378967285,0.2913386265675478
4,44,59.0,6.239930629730225,0.28947748992376343
4,45,59.0,6.00477409362793,0.2878824335620556
4,46,59.0,5.842991352081299,0.2867901746070585
4,47,59.0,6.203155517578125,0.28922746423719786
4,48,59.0,6.621247291564941,0.29208274969492376
4,49,59.0,7.0001912117004395,0.2946950264177342
4,50,59.0,7.308577060699463,0.2968381395129134
4,51,59.0,7.45797061920166,0.29788193995721546
4,52,59.0,7.477064609527588,0.29801561235606205
4,53,59.0,7.081162929534912,0.2952562330619559
4,54,59.0,6.6079535484313965,0.291991529958962
4,55,59.0,6.2697296142578125,0.28968024500987044
4,56,59.0,6.063852787017822,0.288282333151625
4,57,59.0,5.909997940063477,0.2872420587933977
4,58,59.0,5.761667251586914,0.2862426897445794
4,59,59.0,5.660241603851318,0.28556134290203866
4,60,59.0,6.203929424285889,0.2892327236291147
4,61,59.0,6.7332940101623535,0.29285273122272515
4,62,59.0,7.219741344451904,0.29621918665128405
4,63,59.0,7.516770362854004,0.2982937748069098
4,64,59.0,7.798022270202637,0.3002715590206391
4,65,59.0,6.759326934814453,0.2930319190556618
4,66,59.0,6.177386283874512,0.28905239372352975
4,67,59.0,5.62880277633667,0.2853504758122538
4,68,59.0,5.3200907707214355,0.2832881303945738
4,69,59.0,5.161802291870117,0.2822364742609058
4,70,59.0,5.087795257568359,0.2817461176440222
4,71,59.0,5.07177209854126,0.28164006346715376
4,72,59.0,5.448986053466797,0.28414739448537174
4,73,59.0,5.7280144691467285,0.2860164405014128
4,74,59.0,6.113142013549805,0.28861639354203855
4,75,59.0,6.09944486618042,0.2885235215661771
4,76,59.0,6.374169826507568,0.29039198776334113
4,77,59.0,6.652259826660156,0.29229566401116114
4,78,59.0,6.640085697174072,0.29221206490744434
4,79,59.0,6.441136360168457,0.2908492734582429
4,80,58.0,6.246273040771484,0.2902541753109256
4,81,57.0,5.977049350738525,0.28911613494341987
4,82,56.0,5.5920939445495605,0.28711838946365376
4,83,55.0,5.551609039306641,0.2875483954230361
4,84,54.0,5.463531017303467,0.2876433457041224
4,85,53.0,5.431067943572998,0.28816079269156153
4,86,52.0,5.3972086906433105,0.2886883811452131
4,87,51.0,5.556702136993408,0.2907618485238257
4,88,50.0,5.371906757354736,0.2901510933305744
4,89,49.0,5.830958366394043,0.2948388007784884
4,90,48.0,6.157890319824219,0.2986605858592297
4,91,47.0,5.689310073852539,0.2956778960005948
4,92,46.0,5.8170270919799805,0.2979029306423972
4,93,45.0,5.639682292938232,0.2974362819321428
4,94,44.0,5.181100368499756,0.29432960392624696
4,95,43.0,5.3246259689331055,0.29681934397172316
4,96,42.0,5.248881816864014,0.29729080617468073
4,97,41.0,5.2111310958862305,0.29816886365496326
4,98,40.0,5.296414852142334,0.30037168835310046
4,99,39.0,5.469292163848877,0.3036489996017203
4,100,38.0,6.631890773773193,0.3184297165789537
4,101,37.0,5.635416030883789,0.30877269457003753
4,102,36.0,4.619267463684082,0.2986703585861796
4,103,35.0,4.796113967895508,0.30230225699465874
4,104,34.0,5.655287265777588,0.31483415294816103
4,105,33.0,5.501737117767334,0.31500324882111497
4,106,32.0,5.802947044372559,0.3214539960328384
4,107,31.0,6.137355327606201,0.3289541476302858
4,108,30.0,5.963088512420654,0.3293147950571708
4,109,29.0,5.565207004547119,0.326195182302889
4,110,28.0,6.176743030548096,0.33943233975537807
4,111,27.0,6.392426490783691,0.34712160652772317
4,112,26.0,6.443737030029297,0.3524943599790548
4,113,25.0,6.4723920822143555,0.35794041848014585
4,114,24.0,7.315428733825684,0.3814640646180167
4,115,23.0,5.995732307434082,0.35882890804505535
4,116,22.0,5.158198356628418,0.346019949630234
4,117,21.0,4.524969100952148,0.3370301209071572
4,118,20.0,4.742136001586914,0.3472901986534733
4,119,19.0,5.071678161621094,0.3619496331392682
4,120,18.0,5.50652551651001,0.38205074229705743
4,121,17.0,5.312387466430664,0.38554916824963026
4,122,16.0,5.453693389892578,0.40101043221525173
4,123,15.0,5.738518238067627,0.42488248133019185
4,124,14.0,6.610438346862793,0.4810798688941792
4,125,13.0,6.460651397705078,0.49790636690184903
4,126,12.0,8.485404968261719,0.6662955490667342
4,127,11.0,7.308309555053711,0.6279769694257216
4,128,10.0,5.630743026733398,0.5456881444457417
4,129,9.0,5.405630588531494,0.5748475236244045
4,130,8.0,5.909277439117432,0.6960772648440489
4,131,7.0,5.5705437660217285,0.7534501317670139
4,132,6.0,5.979681968688965,0.9953165397251403
4,133,5.0,7.233632564544678,0.21262268532264839
4,134,4.0,7.4574360847473145,0.05000460925833805
4,135,3.0,7.142984867095947,0.00834440687782461
4,136,2.0,6.423372268676758,0.0004689004643837265
4,137,1.0,6.2173027992248535,1.4033849178327825e-08
