test_bearing,obs_cycle,rul_true,rul_pred
3,77,12,9.242225175002517
3,78,11,6.813024193861144
3,79,10,8.014075469049384
3,80,9,8.751129244903348
3,81,8,5.623746300711489
3,82,7,4.920640052409047
3,83,6,4.13308167792543
3,84,5,3.8251620290712722
3,85,4,5.232490240516491
3,86,3,4.894723619340403
3,87,2,4.7254791374227985
3,88,1,4.403525705206926
4,10,127,22.58448605246579
4,11,126,22.58448605246579
4,12,125,23.07569913588835
4,13,124,23.82579522836943
4,14,123,23.996915879454583
4,15,122,23.632960233996094
4,16,121,23.632960233996094
4,17,120,23.789316884581908
4,18,119,23.789316884581908
4,19,118,23.632960233996094
4,20,117,23.67281421812941
4,21,116,23.806881260805206
4,22,115,23.827346799326723
4,23,114,23.827346799326723
4,24,113,23.806881260805206
4,25,112,23.632960233996094
4,26,111,23.75120911302289
4,27,110,23.781226403443878
4,28,109,24.131915186691447
4,29,108,23.74080181053979
4,30,107,23.74080181053979
4,31,106,24.131915186691447
4,32,105,23.723213876113206
4,33,104,23.711223899522267
4,34,103,23.69086761211208
4,35,102,23.632960233996094
4,36,101,23.62021401789345
4,37,100,23.711223899522267
4,38,99,23.781226403443878
4,39,98,23.74080181053979
4,40,97,23.74080181053979
4,41,96,23.77113234971056
4,42,95,23.747464638556547
4,43,94,23.595623660024017
4,44,93,23.738459357557005
4,45,92,23.74080181053979
4,46,91,23.74080181053979
4,47,90,23.74080181053979
4,48,89,23.74080181053979
4,49,88,23.74080181053979
4,50,87,23.74080181053979
4,51,86,23.74080181053979
4,52,85,23.738459357557005
4,53,84,23.728072687323344
4,54,83,23.737374429737276
4,55,82,23.779031304470436
4,56,81,23.737374429737276
4,57,80,23.728072687323344
4,58,79,23.731136813037455
4,59,78,23.717982478504073
4,60,77,23.637288086961416
4,61,76,23.779031304470436
4,62,75,23.673106174014105
4,63,74,23.76048121415455
4,64,73,23.76048121415455
4,65,72,23.76048121415455
4,66,71,23.76048121415455
4,67,70,23.673106174014105
4,68,69,23.737374429737276
4,69,68,23.741227021856727
4,70,67,23.738459357557005
4,71,66,23.74080181053979
4,72,65,23.74080181053979
4,73,64,23.74080181053979
4,74,63,24.131915186691447
4,75,62,24.156958368349535
4,76,61,23.723213876113206
4,77,60,23.69962388828919
4,78,59,23.69962388828919
4,79,58,23.723213876113206
4,80,57,23.778543157072143
4,81,56,24.131915186691447
4,82,55,23.74080181053979
4,83,54,23.74080181053979
4,84,53,23.74080181053979
4,85,52,23.74080181053979
4,86,51,23.74080181053979
4,87,50,23.74080181053979
4,88,49,24.131915186691447
4,89,48,24.156958368349535
4,90,47,24.156958368349535
4,91,46,24.156958368349535
4,92,45,24.131915186691447
4,93,44,23.74080181053979
4,94,43,23.74080181053979
4,95,42,23.74080181053979
4,96,41,23.74080181053979
4,97,40,23.738459357557005
4,98,39,23.77113234971056
4,99,38,23.585533451204746
4,100,37,23.779031304470436
4,101,36,23.673106174014105
4,102,35,23.673106174014105
4,103,34,23.673106174014105
4,104,33,23.76048121415455
4,105,32,23.76048121415455
4,106,31,23.76048121415455
4,107,30,23.76048121415455
4,108,29,23.76048121415455
4,109,28,23.76048121415455
4,110,27,23.858566930950573
4,111,26,23.754988302580742
4,112,25,23.736883446632298
4,113,24,23.61021837889499
4,114,23,23.63631273433056
4,115,22,23.63631273433056
4,116,21,23.63631273433056
4,117,20,23.63631273433056
4,118,19,23.64376625609316
4,119,18,23.64376625609316
4,120,17,23.60381736286047
4,121,16,23.785842862626133
4,122,15,23.64492084520897
4,123,14,23.605548567761254
4,124,13,23.672602566104654
4,125,12,23.672602566104654
4,126,11,23.672602566104654
4,127,10,23.672602566104654
4,128,9,23.605548567761254
4,129,8,23.61592065056152
4,130,7,23.472908013196495
4,131,6,23.628323234843435
4,132,5,23.858566930950573
4,133,4,23.86661866544629
4,134,3,23.737374429737276
4,135,2,23.779031304470436
4,136,1,23.673106174014105
