bearing_id,file_idx,time_sec,SPE_raw,HI_SPE,HI_SPE_cm,FPT_sec
4,99,58800,241.11458,0.0013331203,0.0052696764,12000
4,100,59400,1180.4261,0.0065266625,0.0065266625,12000
4,101,60000,20990.824,0.11606022,0.11606022,12000
4,102,60600,92504.76,0.51146746,0.51146746,12000
4,103,61200,413.6651,0.0022871683,0.51146746,12000
4,104,61800,90.21403,0.00049877685,0.51146746,12000
4,105,62400,429.02698,0.0023721056,0.51146746,12000
4,106,63000,368.59756,0.0020379857,0.51146746,12000
4,107,63600,16.46604,9.101732e-05,0.51146746,12000
4,108,64200,102.99604,0.0005694498,0.51146746,12000
4,109,64800,127.99051,0.0007076466,0.51146746,12000
4,110,65400,1260.6855,0.0069704237,0.51146746,12000
4,111,66000,0.88322103,4.858456e-06,0.51146746,12000
4,112,66600,71.049164,0.00039281257,0.51146746,12000
4,113,67200,55.56138,0.0003071791,0.51146746,12000
4,114,67800,180861.47,1.0,1.0,12000
4,115,68400,7278.9717,0.04024609,1.0,12000
4,116,69000,660.21185,0.0036503484,1.0,12000
4,117,69600,1475.4908,0.008158103,1.0,12000
4,118,70200,356.68695,0.0019721307,1.0,12000
4,119,70800,16.12239,8.911726e-05,1.0,12000
4,120,71400,1.3993715,7.7123e-06,1.0,12000
4,121,72000,0.71960855,3.953827e-06,1.0,12000
4,122,72600,0.7800402,4.287959e-06,1.0,12000
4,123,73200,0.27905622,1.5179719e-06,1.0,12000
4,124,73800,0.3662593,2.0001257e-06,1.0,12000
4,125,74400,3.5613182,1.9665906e-05,1.0,12000
4,126,75000,4368.0913,0.024151562,1.0,12000
4,127,75600,164.43192,0.0009091346,1.0,12000
4,128,76200,2070.5266,0.011448111,1.0,12000
4,129,76800,3350.4336,0.018524837,1.0,12000
4,130,77400,53.64948,0.00029660805,1.0,12000
4,131,78000,785.46454,0.0043428824,1.0,12000
4,132,78600,54.606915,0.0003019018,1.0,12000
4,133,79200,2.1766088,1.20097175e-05,1.0,12000
4,134,79800,3.8649104,2.1344496e-05,1.0,12000
4,135,80400,2.8743804,1.5867763e-05,1.0,12000
4,136,81000,3.4544492,1.9075018e-05,1.0,12000
4,137,81600,3.7741296,2.084256e-05,1.0,12000
