bearing_id,file_idx,time_sec,SPE_raw,HI_SPE,HI_SPE_cm,FPT_sec
3,62,36600,0.16788371,1.60262e-08,3.0431707e-07,7800
3,63,37200,0.13009876,1.2381408e-08,3.0431707e-07,7800
3,64,37800,0.16540338,1.5786945e-08,3.0431707e-07,7800
3,65,38400,0.15941827,1.5209611e-08,3.0431707e-07,7800
3,66,39000,0.66427314,6.390868e-08,3.0431707e-07,7800
3,67,39600,1.0235676,9.856676e-08,3.0431707e-07,7800
3,68,40200,5.0369887,4.857074e-07,4.857074e-07,7800
3,69,40800,10.525635,1.0151505e-06,1.0151505e-06,7800
3,70,41400,136.0339,1.3121868e-05,1.3121868e-05,7800
3,71,42000,295.91855,2.854458e-05,2.854458e-05,7800
3,72,42600,0.75645405,7.280058e-08,2.854458e-05,7800
3,73,43200,0.48821232,4.692558e-08,2.854458e-05,7800
3,74,43800,0.38267615,3.6745405e-08,2.854458e-05,7800
3,75,44400,0.26840857,2.5722981e-08,2.854458e-05,7800
3,76,45000,0.5902477,5.676807e-08,2.854458e-05,7800
3,77,45600,0.13159682,1.2525913e-08,2.854458e-05,7800
3,78,46200,572.22174,5.5197208e-05,5.5197208e-05,7800
3,79,46800,511.97165,4.938539e-05,5.5197208e-05,7800
3,80,47400,151313.89,0.014595966,0.014595966,7800
3,81,48000,758.211,7.3138006e-05,0.014595966,7800
3,82,48600,2134.3914,0.00020588643,0.014595966,7800
3,83,49200,57660.98,0.005562065,0.014595966,7800
3,84,49800,10366829.0,1.0,1.0,7800
3,85,50400,3821304.2,0.36860877,1.0,7800
3,86,51000,51207.87,0.0049395883,1.0,7800
3,87,51600,39.055897,3.7672226e-06,1.0,7800
3,88,52200,110.61782,1.0670194e-05,1.0,7800
3,89,52800,1019.69464,9.836112e-05,1.0,7800
