idx,t_min,rul_norm_pred,rul_pred_sec,rul_true_sec,score
39,390.0,0.3198920786380768,22840.294414758682,29400.0,0.733953986567419
40,400.0,0.31539294123649597,22519.056004285812,28800.0,0.7390907041550081
41,410.0,0.3175649344921112,22674.13632273674,28200.0,0.7621224794773408
42,420.0,0.3171817660331726,22646.778094768524,27600.0,0.7797431487353287
43,430.0,0.3178574740886688,22695.023649930954,27000.0,0.8016880435158231
44,440.0,0.32176199555397034,22973.806482553482,26400.0,0.8353425807961965
45,450.0,0.3246225118637085,23178.047347068787,25800.0,0.8685903660424682
46,460.0,0.3325731158256531,23745.72046995163,25200.0,0.9231141663694366
47,470.0,0.33509376645088196,23925.69492459297,24600.0,0.9627135152431217
48,480.0,0.32832956314086914,23442.730808258057,24000.0,0.9683234250182551
49,490.0,0.3288532495498657,23480.122017860413,23400.0,0.9882033904712741
50,500.0,0.3244166374206543,23163.347911834717,22800.0,0.946266489346846
51,510.0,0.32310613989830017,23069.778388738632,22200.0,0.8730305030126319
52,520.0,0.3137396574020386,22401.011538505554,21600.0,0.8793934319133468
53,530.0,0.32206255197525024,22995.266211032867,21000.0,0.7194351815384255
54,540.0,0.3350544571876526,23922.888243198395,20400.0,0.5496354641031646
55,550.0,0.336362361907959,24016.27264022827,19800.0,0.47806698638143297
56,560.0,0.33917832374572754,24217.332315444946,19200.0,0.4042733596750603
57,570.0,0.35366290807724,25251.531636714935,18600.0,0.28956394084178266
58,580.0,0.3762679100036621,26865.528774261475,18000.0,0.1814134238261554
59,590.0,0.36815622448921204,26286.35442852974,17400.0,0.17033536187455434
60,600.0,0.3320714235305786,23709.899640083313,16800.0,0.24039557574793946
61,610.0,0.32440823316574097,23162.747848033905,16200.0,0.22546943075276218
62,620.0,0.3205629885196686,22888.197380304337,15600.0,0.19806409822191973
63,630.0,0.32313045859336853,23071.514743566513,15000.0,0.15490923785709024
64,640.0,0.31651726365089417,22599.332624673843,14400.0,0.13898581040670524
65,650.0,0.31862491369247437,22749.81883764267,13800.0,0.10564614394279531
66,660.0,0.32921674847602844,23506.07584118843,13200.0,0.06680886656585301
67,670.0,0.33375588059425354,23830.169874429703,12600.0,0.04554963751066997
68,680.0,0.3383201062679291,24156.055587530136,12000.0,0.029872811583629394
69,690.0,0.33948928117752075,24239.53467607498,11400.0,0.020173778629911276
70,700.0,0.34891223907470703,24912.333869934082,10800.0,0.010795037739424754
71,710.0,0.3599903881549835,25703.313714265823,10200.0,0.0051555298275679385
72,720.0,0.35101062059402466,25062.15831041336,9600.0,0.003764809409165629
73,730.0,0.3310854732990265,23639.50279355049,9000.0,0.003562097923214309
74,740.0,0.3218066394329071,22976.994055509567,8400.0,0.002443589775099242
75,750.0,0.32982662320137024,23549.620896577835,7800.0,0.0009137512967138084
76,760.0,0.3329923152923584,23775.65131187439,7200.0,0.00034267558661463655
77,770.0,0.3080716133117676,21996.313190460205,6600.0,0.0003081939946689485
78,780.0,0.3145912289619446,22461.813747882843,6000.0,7.420222004163427e-05
79,790.0,0.26746341586112976,19096.887892484665,5400.0,0.0001521409770723253
80,800.0,0.2866258919239044,20465.088683366776,4800.0,1.2242004152293202e-05
81,810.0,0.24513424932956696,17502.58540213108,4200.0,1.7090910788167064e-05
82,820.0,0.2702835500240326,19298.245471715927,3600.0,2.7327963506192094e-07
83,830.0,0.3398771286010742,24267.2269821167,3000.0,2.137361208369214e-11
84,840.0,0.6065889000892639,43310.44746637344,2400.0,2.2038584709359517e-26
85,850.0,0.8141931295394897,58133.38944911957,1800.0,7.840312702982622e-48
86,860.0,0.5275164842605591,37664.67697620392,1200.0,1.830881345914123e-46
87,870.0,0.6108013987541199,43611.21987104416,600.0,1.2669872348703843e-108
88,880.0,0.4231835603713989,30215.306210517883,0.0,0.0
