idx,t_min,rul_norm_pred,rul_pred_sec,rul_true_sec,score
53,530.0,0.4089808464050293,29201.23243331909,43200.0,0.6381240923034733
54,540.0,0.40905624628067017,29206.61598443985,42600.0,0.6467152915613226
55,550.0,0.40918129682540894,29215.544593334198,42000.0,0.6557493643853768
56,560.0,0.40898391604423523,29201.451605558395,41400.0,0.6646644719225884
57,570.0,0.40881335735321045,29189.273715019226,40800.0,0.6740122655879498
58,580.0,0.4086337983608246,29176.453202962875,40200.0,0.6837613760382116
59,590.0,0.4087265729904175,29183.077311515808,39600.0,0.6944259632582291
60,600.0,0.40861931443214417,29175.419050455093,39000.0,0.705234684743573
61,610.0,0.4085610508918762,29171.259033679962,38400.0,0.7166479138515007
62,620.0,0.4087086319923401,29181.796324253082,37800.0,0.7290099383227606
63,630.0,0.40849030017852783,29166.207432746887,37200.0,0.7412723831417023
64,640.0,0.4085844159126282,29172.92729616165,36600.0,0.7547909512786516
65,650.0,0.40859130024909973,29173.41883778572,36000.0,0.7688347718342422
66,660.0,0.4088234305381775,29189.992940425873,35400.0,0.7841231416615435
67,670.0,0.4084136188030243,29160.732382535934,34800.0,0.7987988494532003
68,680.0,0.40805289149284363,29134.976452589035,34200.0,0.8143945390672476
69,690.0,0.4075065851211548,29095.97017765045,33600.0,0.8304141814681404
70,700.0,0.40767961740493774,29108.324682712555,33000.0,0.8491791710362923
71,710.0,0.40788793563842773,29123.19860458374,32400.0,0.8691808588831318
72,720.0,0.40814900398254395,29141.838884353638,31800.0,0.8905818132441469
73,730.0,0.40762320160865784,29104.29659485817,31200.0,0.9110865636125985
74,740.0,0.40796607732772827,29128.7779211998,30600.0,0.9355208382256952
75,750.0,0.40833503007888794,29155.1211476326,30000.0,0.961710611746288
76,760.0,0.4086191654205322,29175.408411026,29400.0,0.9894657402148499
77,770.0,0.4090207517147064,29204.08167243004,28800.0,0.95253692971162
78,780.0,0.40902942419052124,29204.700887203217,28200.0,0.8838427047714471
79,790.0,0.4086430072784424,29177.110719680786,27600.0,0.8203386664822871
80,800.0,0.40826305747032166,29149.982303380966,27000.0,0.7588334229438153
81,810.0,0.4081074297428131,29138.870483636856,26400.0,0.697988189198118
82,820.0,0.40781334042549133,29117.87250638008,25800.0,0.6403805752872253
83,830.0,0.4076647162437439,29107.260739803314,25200.0,0.5842873067743426
84,840.0,0.4074989855289459,29095.42756676674,24600.0,0.5308202119091491
85,850.0,0.40735098719596863,29084.86048579216,24000.0,0.47984955669291085
86,860.0,0.40711525082588196,29068.02890896797,23400.0,0.4319339768983772
87,870.0,0.40718045830726624,29072.68472313881,22800.0,0.3853953967374956
88,880.0,0.40788912773132324,29123.28372001648,22200.0,0.3393161175291273
89,890.0,0.4083540439605713,29156.47873878479,21600.0,0.2974697984319831
90,900.0,0.4025074541568756,28739.03222680092,21000.0,0.27881368491074965
91,910.0,0.40049535036087036,28595.368015766144,20400.0,0.24850234460112963
92,920.0,0.40012314915657043,28568.79284977913,19800.0,0.21548485361617306
93,930.0,0.4063805341720581,29015.57013988495,19200.0,0.1700300849129718
94,940.0,0.40691661834716797,29053.846549987793,18600.0,0.142578286816475
95,950.0,0.40441152453422546,28874.982851743698,18000.0,0.12320830663119778
96,960.0,0.40342971682548523,28804.881781339645,17400.0,0.10314423698028304
97,970.0,0.4066151976585388,29032.32511281967,16800.0,0.08018226877999161
98,980.0,0.17405784130096436,12427.729868888855,16200.0,0.7241134423232007
99,990.0,0.16024601459503174,11441.565442085266,15600.0,0.6910525677258553
100,1000.0,0.14537739753723145,10379.946184158325,15000.0,0.6524742286645794
101,1010.0,0.26990002393722534,19270.86170911789,14400.0,0.30965391107944984
102,1020.0,0.2380678355693817,16998.043459653854,13800.0,0.44791242799446457
103,1030.0,0.1899671107530594,13563.65170776844,13200.0,0.9089375882534306
104,1040.0,0.17312109470367432,12360.846161842346,12600.0,0.9740306483971756
105,1050.0,0.30747151374816895,21953.466081619263,12000.0,0.056434549417833144
106,1060.0,0.403857946395874,28835.457372665405,11400.0,0.00498866522701164
107,1070.0,0.4034002423286438,28802.777302265167,10800.0,0.003097630715425394
108,1080.0,0.4044487774372101,28877.6427090168,10200.0,0.0017533051084832562
109,1090.0,0.4031800627708435,28787.056481838226,9600.0,0.0009811364529447102
110,1100.0,0.4015175700187683,28668.354499340057,9000.0,0.0005136724748115483
111,1110.0,0.4012402892112732,28648.556649684906,8400.0,0.00023538136181277468
112,1120.0,0.404022216796875,28847.186279296875,7800.0,8.680958816876515e-05
113,1130.0,0.40158239006996155,28672.982650995255,7200.0,3.2441644808327585e-05
114,1140.0,0.4002652168273926,28578.93648147583,6600.0,9.71934514654649e-06
115,1150.0,0.3984566628932953,28449.805730581284,6000.0,2.3349588536564076e-06
116,1160.0,0.3995402753353119,28527.17565894127,5400.0,3.5787236137768506e-07
117,1170.0,0.39779722690582275,28402.722001075745,4800.0,3.970321974668441e-08
118,1180.0,0.404172420501709,28857.91082382202,4200.0,1.456693254258277e-09
119,1190.0,0.40457606315612793,28886.730909347534,3600.0,2.677245516894361e-11
120,1200.0,0.4076935648918152,29109.320533275604,3000.0,7.952779142810402e-14
121,1210.0,0.39882954955101013,28476.429837942123,2400.0,4.4286964543167814e-17
122,1220.0,0.40036284923553467,28585.907435417175,1800.0,3.997360675453556e-23
123,1230.0,0.3997490108013153,28542.079371213913,1200.0,5.070586424240793e-35
124,1240.0,0.40048107504844666,28594.34875845909,600.0,5.9407911996352994e-71
125,1250.0,0.39154648780822754,27956.419229507446,0.0,0.0
