idx,t_min,rul_norm_pred,rul_pred_sec,rul_true_sec,score
28,280.0,0.2939218282699585,20986.018538475037,65400.0,0.3900617039049099
29,290.0,0.29396066069602966,20988.791173696518,64800.0,0.39169488576582867
30,300.0,0.2947414815425873,21044.54178214073,64200.0,0.3938158827363365
31,310.0,0.29459381103515625,21033.998107910156,63600.0,0.3954169119305068
32,320.0,0.29475346207618713,21045.39719223976,63000.0,0.397246894773152
33,330.0,0.2941444218158722,21001.911717653275,62400.0,0.39863442172129826
34,340.0,0.2924902141094208,20883.801287412643,61800.0,0.39938475633491355
35,350.0,0.2917029857635498,20827.593183517456,61200.0,0.4007127445544448
36,360.0,0.29079651832580566,20762.871408462524,60600.0,0.4019932775438669
37,370.0,0.29104670882225037,20780.735009908676,60000.0,0.4040739263616623
38,380.0,0.29062893986701965,20750.906306505203,59400.0,0.40575582577851615
39,390.0,0.2911745607852936,20789.86364006996,58800.0,0.4081406235820707
40,400.0,0.2904055714607239,20734.957802295685,58200.0,0.4096720875547905
41,410.0,0.29050302505493164,20741.91598892212,57600.0,0.4118541457832238
42,420.0,0.28959617018699646,20677.166551351547,57000.0,0.4133725846497661
43,430.0,0.2894347012042999,20665.637665987015,56400.0,0.41547225146788686
44,440.0,0.28790271282196045,20556.253695487976,55800.0,0.41661401749672344
45,450.0,0.28802409768104553,20564.92057442665,55200.0,0.4190243005451271
46,460.0,0.2879728078842163,20561.258482933044,54600.0,0.42137004178545995
47,470.0,0.288222074508667,20579.056119918823,54000.0,0.42401501644771167
48,480.0,0.28713515400886536,20501.449996232986,53400.0,0.42568099004209825
49,490.0,0.2877970337867737,20548.70821237564,52800.0,0.42879505088955766
50,500.0,0.2877020835876465,20541.92876815796,52200.0,0.43138474935213905
51,510.0,0.28728580474853516,20512.20645904541,51600.0,0.43378340354080774
52,520.0,0.28618744015693665,20433.783227205276,51000.0,0.4356751802098546
53,530.0,0.2863697111606598,20446.79737687111,50400.0,0.43872257478496673
54,540.0,0.28636372089385986,20446.369671821594,49800.0,0.4417001857673102
55,550.0,0.28670406341552734,20470.670127868652,49200.0,0.44508138313337986
56,560.0,0.28657305240631104,20461.315941810608,48600.0,0.44814250162878927
57,570.0,0.2870011627674103,20491.883021593094,48000.0,0.451822637114946
58,580.0,0.28638237714767456,20447.701728343964,47400.0,0.45463234209742864
59,590.0,0.28671467304229736,20471.42765522003,46800.0,0.4584535060200656
60,600.0,0.2858816683292389,20411.951118707657,46200.0,0.4612542941892621
61,610.0,0.2865654230117798,20460.771203041077,45600.0,0.4656772298487078
62,620.0,0.28657251596450806,20461.277639865875,45000.0,0.46956283037838087
63,630.0,0.2936437427997589,20966.163235902786,44400.0,0.4811043561289962
64,640.0,0.2945343554019928,21029.752975702286,43800.0,0.48641603464874533
65,650.0,0.3031465709209442,21644.665163755417,43200.0,0.50071716968195
66,660.0,0.28834694623947144,20587.97196149826,42600.0,0.4885477406268721
67,670.0,0.293292373418808,20941.07546210289,42000.0,0.49902848370380704
68,680.0,0.286774218082428,20475.679171085358,41400.0,0.4962583371852814
69,690.0,0.28643620014190674,20451.54469013214,40800.0,0.5008764549394413
70,700.0,0.2844716012477875,20311.272329092026,40200.0,0.5036561588882016
71,710.0,0.2509070932865143,17914.76646065712,39600.0,0.4680667485818644
72,720.0,0.25092655420303345,17916.155970096588,39000.0,0.47262807285637054
73,730.0,0.23039168119430542,16449.966037273407,38400.0,0.4527445138383782
74,740.0,0.2606062889099121,18607.289028167725,37800.0,0.4946611997852384
75,750.0,0.24566078186035156,17540.1798248291,37200.0,0.48063726734734896
76,760.0,0.2600698471069336,18568.98708343506,36600.0,0.5051202369813541
77,770.0,0.2608947157859802,18627.882707118988,36000.0,0.512236645578074
78,780.0,0.2895905077457428,20676.762253046036,35400.0,0.5618195209944922
79,790.0,0.29196038842201233,20845.97173333168,34800.0,0.5735711450271126
80,800.0,0.293815940618515,20978.458160161972,34200.0,0.5851224260766962
81,810.0,0.2918941080570221,20841.239315271378,33600.0,0.5907214724189287
82,820.0,0.2914447784423828,20809.157180786133,33000.0,0.5992213952017429
83,830.0,0.28495076298713684,20345.48447728157,32400.0,0.5970377682608199
84,840.0,0.2767918109893799,19762.935304641724,31800.0,0.5917057852934084
85,850.0,0.27051982283592224,19315.115350484848,31200.0,0.5897389634892687
86,860.0,0.26509740948677063,18927.955037355423,30600.0,0.5893192282864139
87,870.0,0.2653512954711914,18946.082496643066,30000.0,0.6000157044013508
88,880.0,0.2567838728427887,18334.368520975113,29400.0,0.5934654525915161
89,890.0,0.25522780418395996,18223.26521873474,28800.0,0.6010281753263742
90,900.0,0.25820857286453247,18436.09210252762,28200.0,0.618791061679084
91,910.0,0.26513025164604187,18930.29996752739,27600.0,0.6469655810796552
92,920.0,0.2732544541358948,19510.368025302887,27000.0,0.6807572968515516
93,930.0,0.27496078610420227,19632.200127840042,26400.0,0.7009035752522136
94,940.0,0.28433626890182495,20301.6095995903,25800.0,0.7442030385307384
95,950.0,0.2878039479255676,20549.20188188553,25200.0,0.7742594750774547
96,960.0,0.266340970993042,19016.7453289032,24600.0,0.7300548961594353
97,970.0,0.26527005434036255,18940.281879901886,24000.0,0.7465738197258737
98,980.0,0.24476678669452667,17476.348569989204,23400.0,0.704028143095489
99,990.0,0.26869073510169983,19184.518486261368,22800.0,0.8026553210050048
100,1000.0,0.2814319431781769,20094.24074292183,22200.0,0.8767831383478211
101,1010.0,0.28598907589912415,20419.620019197464,21600.0,0.9270413253119026
102,1020.0,0.28168797492980957,20112.521409988403,21000.0,0.9430971051873104
103,1030.0,0.29096153378486633,20774.653512239456,20400.0,0.9383338127979354
104,1040.0,0.29980337619781494,21405.961060523987,19800.0,0.7549506666615049
105,1050.0,0.30139806866645813,21519.82210278511,19200.0,0.65787238523258
106,1060.0,0.2906953990459442,20755.651491880417,18600.0,0.6692066990219335
107,1070.0,0.22450409829616547,16029.592618346214,18000.0,0.8591999690592544
108,1080.0,0.14716105163097382,10507.29908645153,17400.0,0.5774370276315034
109,1090.0,0.07389139384031296,5275.845520198345,16800.0,0.38637585525300305
110,1100.0,0.066167913377285,4724.389015138149,16200.0,0.3745571852652623
111,1110.0,0.06443323194980621,4600.532761216164,15600.0,0.37626262419732387
112,1120.0,0.09907213598489761,7073.75050932169,15000.0,0.48068601463678023
113,1130.0,0.09142673015594482,6527.86853313446,14400.0,0.46867131656335304
114,1140.0,0.13187777996063232,9416.073489189148,13800.0,0.643783868259161
115,1150.0,0.19073165953159332,13618.240490555763,13200.0,0.8960030645405148
116,1160.0,0.2575383186340332,18388.23595046997,12600.0,0.20349721733795784
117,1170.0,0.26214098930358887,18716.866636276245,12000.0,0.14371729264229235
118,1180.0,0.2634909451007843,18813.253480196,11400.0,0.10500813731544505
119,1190.0,0.24782568216323853,17694.75370645523,10800.0,0.10942273263974348
120,1200.0,0.26643699407577515,19023.601377010345,10200.0,0.0498834551852016
121,1210.0,0.14166994392871857,10115.233996510506,9600.0,0.8302679768120048
122,1220.0,0.09484808892011642,6772.153548896313,9000.0,0.7095238134925771
123,1230.0,0.06333036720752716,4521.788218617439,8400.0,0.5272708856069026
124,1240.0,0.07861137390136719,5612.852096557617,7800.0,0.6779227753869519
125,1250.0,0.0878492072224617,6272.433395683765,7200.0,0.83644501453449
126,1260.0,0.09237223118543625,6595.377306640148,6600.0,0.9990294994620875
127,1270.0,0.11820180714130402,8439.609029889107,6000.0,0.24434516712712234
128,1280.0,0.16312198340892792,11646.909615397453,5400.0,0.018146365466941615
129,1290.0,0.2570050060749054,18350.157433748245,4800.0,5.636865513882016e-05
130,1300.0,0.2851330637931824,20358.50075483322,4200.0,1.6191741321533872e-06
131,1310.0,0.3099868893623352,22133.063900470734,3600.0,1.7839290410854243e-08
132,1320.0,0.3186429738998413,22751.10833644867,3000.0,1.2317991645491057e-10
133,1330.0,0.30509909987449646,21784.075731039047,2400.0,6.97200752797659e-13
134,1340.0,0.28426533937454224,20296.545231342316,1800.0,3.4142228055480165e-16
135,1350.0,0.21985292434692383,15697.498798370361,1200.0,6.544980118076206e-19
136,1360.0,0.17985883355140686,12841.92071557045,600.0,1.950393169262906e-31
