id,HI,regime
2,0.0153024602004936,1
2,0.0095262232212607,1
2,0.0097585602198619,1
2,0.0154984995331569,1
2,0.0211164118093775,1
2,0.0269246543375464,0
2,0.033227930787876,0
2,0.0397150075989038,0
2,0.0398698008956408,0
2,0.0342928316780646,0
2,0.0289879632385175,0
2,0.0239256375999151,1
2,0.0186588503112678,1
2,0.0130399044137456,1
2,0.0073800334511727,1
2,0.0136753963719867,1
2,0.0196818885362866,1
2,0.0253931873500114,1
2,0.0306599521613845,0
2,0.036006926524894,0
2,0.0409825600104226,0
2,0.041224922473068,0
2,0.0358083996787472,0
2,0.0306451613846414,0
2,0.0257105421375878,1
2,0.0224645254879987,1
2,0.0203072235055085,1
2,0.0202386447572236,1
2,0.0244796610935755,1
2,0.0284790043363382,1
2,0.0330059239462108,0
2,0.037993587014726,0
2,0.0421021571570118,0
2,0.0420365081989799,0
2,0.0398959896434258,0
2,0.0379502920590415,0
2,0.0362738800018223,1
2,0.0344044654430963,1
2,0.032758657259126,1
2,0.0332612927826178,1
2,0.0374340847820324,1
2,0.0423989570449722,1
2,0.0484975805218018,0
2,0.0556831179939873,0
2,0.0635043359594446,0
2,0.0759665714171651,0
2,0.0853281132899167,0
2,0.0932780464263186,0
2,0.1005812766998553,1
2,0.1059603716115469,1
2,0.1146892964288368,1
2,0.1277602341379674,1
2,0.1352313734090843,1
2,0.1432436182275669,1
2,0.1546900238467021,0
2,0.1689040815937557,0
2,0.1861306867122951,0
2,0.1920296000343504,0
2,0.2023900008956828,0
2,0.2220131970127564,0
2,0.2392594699022411,1
2,0.2532982710669662,1
2,0.265543515543441,1
2,0.2684406638104761,1
2,0.2808512520887837,1
2,0.2873405838585123,1
2,0.2906429626840455,0
2,0.301497004200456,0
2,0.3183541442439042,0
2,0.3426748835755744,0
2,0.3741310996357607,0
2,0.4029231251511036,0
2,0.427913012740979,0
3,0.0010279045538109,0
3,0.0010279045538109,0
3,0.0010279045538109,0
3,0.001127114651782,0
3,0.0014815027618598,1
3,0.0020671090718751,1
3,0.002594154750889,1
3,0.0028079327618044,1
3,0.0041091725850007,1
3,0.0053557524713458,1
3,0.0064969858658711,0
3,0.0077588323532354,0
3,0.0102538902398507,0
3,0.0105296397128587,0
3,0.0102743694899793,0
3,0.0102391557066735,0
3,0.0106448058988811,1
3,0.0114738246527775,1
3,0.0124624604451057,1
3,0.0132098244458605,1
3,0.0168793025640162,1
3,0.0207610553097894,1
3,0.0249473906298961,0
3,0.0292287729937468,0
3,0.0336692929630458,0
3,0.0339547210377917,0
3,0.0333336998460205,0
3,0.0324918341701125,0
3,0.0316817368102181,1
3,0.0307202524552293,1
3,0.0297064777331411,1
3,0.0297638200435323,1
3,0.0333170789598661,1
3,0.0366130775368439,1
3,0.039256947589925,0
3,0.0412199089942931,0
3,0.0427104364965999,0
3,0.042858468051121,0
3,0.0415444326016411,0
3,0.0406163390957625,0
3,0.0399853178728452,1
3,0.0398967048390015,1
3,0.0403167688656233,1
3,0.0405382692956806,1
3,0.0419490728412157,1
3,0.0433603782715443,1
3,0.0445847644771627,0
3,0.0452372655551638,0
3,0.0453085179192388,0
3,0.0452113883361907,0
3,0.0453799664644305,0
3,0.0454159760141438,0
3,0.0454934970343013,1
3,0.0456817502696914,1
3,0.0462432072484486,1
3,0.0463710096329235,1
3,0.0469382556298175,1
3,0.0479907926455376,1
3,0.0489934137478499,1
3,0.0498308276272926,0
3,0.0504961856608026,0
3,0.0522655361668376,0
3,0.0526079267753621,0
3,0.0528429308594554,0
3,0.053491825537298,0
3,0.0552580025666789,1
3,0.0583743451534939,1
3,0.0633330709565083,1
3,0.064939024459507,1
3,0.0698060869680105,1
3,0.0751165083283174,1
3,0.0801564703600175,0
3,0.0847292926336157,0
3,0.0882865819632193,0
3,0.0907619274737174,0
3,0.09778105261496,0
3,0.105916844401263,0
3,0.115555152388787,1
3,0.1264375772834865,1
3,0.13792028050696,1
3,0.1399016342061439,1
3,0.1423678293816961,1
3,0.143185075626609,1
3,0.1425060642827471,0
3,0.1405877866947036,0
3,0.1370260945247768,0
3,0.1321206980415751,0
3,0.1363197925350884,0
3,0.1392596742121817,0
4,0.5531405942853973,0
4,0.5433790934812781,0
4,0.5340290806296162,0
4,0.5251807006483162,0
4,0.5170334623275461,1
4,0.5090034307645108,1
4,0.5003252791951692,1
4,0.5010735982847652,1
4,0.5137991599378496,1
4,0.5261096932504221,1
4,0.5387815169638467,0
4,0.5518771968397422,0
4,0.5661167762537608,0
4,0.567101978096144,0
4,0.5595572269122546,0
4,0.551351927077826,0
4,0.5433075906233402,1
4,0.5347588402446112,1
4,0.5251211479683728,1
4,0.5259188837064782,1
4,0.5410506497366283,1
4,0.5556582255376609,1
4,0.5709264419235651,0
4,0.5865335028702551,0
4,0.602932494863666,0
4,0.603589804936642,0
4,0.5930233907897979,0
4,0.5822632186476336,0
4,0.5716575936115447,1
4,0.5615449270076456,1
4,0.5516642120454534,1
4,0.5531038636017034,1
4,0.5716571246361906,1
4,0.5907796582245466,1
4,0.6086786258461754,0
4,0.6256135012735231,0
4,0.6421957408130332,0
4,0.6426621488380035,0
4,0.6321906781869782,0
4,0.6215310513854444,0
4,0.6105186464397223,1
4,0.6001619257672091,1
4,0.5908141628310437,1
4,0.5919130221500233,1
4,0.6089635944213785,1
4,0.6252996593928984,1
4,0.6410705650268902,0
4,0.6563971226224471,0
4,0.6721499054417264,0
4,0.6728006955634263,0
4,0.6622522446165706,0
4,0.6513153677247561,0
4,0.6396484319594463,1
4,0.6278169593940186,1
4,0.6154406786265484,1
4,0.6020066454905528,1
4,0.6163460755009722,1
4,0.6305516340105061,1
4,0.6446870195269983,1
4,0.6590401390807561,0
4,0.6771677072692245,0
4,0.6954720083589556,0
4,0.6957040896964487,0
4,0.6825983638487351,0
4,0.6695249130013503,0
4,0.6564821310500671,1
4,0.6433578651987865,1
4,0.6262482414491496,1
4,0.6269095654371789,1
4,0.6472233756948604,1
4,0.6697183941143712,1
4,0.6924354649279427,0
4,0.7170463180810938,0
4,0.7429402292229565,0
4,0.7464834830078915,0
4,0.7350642245804302,0
4,0.7253007321950473,0
4,0.7154917492517439,1
4,0.7082744936368779,1
4,0.6987997226939145,1
4,0.6989714599733051,1
4,0.7221863245013606,1
4,0.7431730107027228,1
4,0.7616592122908714,0
4,0.7796009234283479,0
4,0.7973217880800159,0
4,0.8001477544952178,0
4,0.7944418606558411,0
4,0.7898828839004902,0
4,0.7862658035258494,1
4,0.7835812399004894,1
4,0.7803492222549323,1
4,0.7803134971464789,1
4,0.7953339375852165,1
4,0.8085110163015654,1
4,0.8217928091958131,0
4,0.8352169654518815,0
4,0.8488940807606242,0
4,0.8517628566462685,0
4,0.8501602715952472,0
4,0.8506134055837363,0
4,0.8510235808668561,1
4,0.8499787980569753,1
4,0.8476982662227368,1
4,0.8490789421424646,1
4,0.8613211042004577,1
4,0.8736504426282046,1
4,0.8819084144632485,0
4,0.8901827254661165,0
4,0.8985015259180803,0
4,0.9073286736301934,0
4,0.9020523497363128,0
4,0.8960247401497811,0
4,0.8890112594612656,0
4,0.8837589742141478,1
4,0.8782921976925917,1
4,0.8683956330638485,1
4,0.8663029592660644,1
4,0.8706614586833182,1
4,0.8720716730946707,1
4,0.8707002920167165,0
4,0.8693929814135478,0
4,0.8696185508319763,0
4,0.8717118963044249,0
4,0.8649911946530473,0
4,0.8624882595957875,0
4,0.8642591776693268,1
4,0.8685545180104436,1
4,0.8735259458917988,1
4,0.8716988841579323,1
4,0.8707882594011358,1
4,0.8688605715937192,1
4,0.8639899233882682,0
4,0.8568331966768672,0
4,0.8495618321978988,0
4,0.8418710569031761,0
4,0.8389080455798881,0
