file_idx,time_sec,hi_obs,x_filt,P_filt,cond,rpm
67,39600,8.527159e-11,-0.01887111628214864,6.599768470082486e-05,2,986.75
68,40200,1.0380325e-10,-0.018922900670681215,6.566443978326409e-05,2,985.0
69,40800,2.9287564e-10,-0.018975382782605653,6.533454330379857e-05,2,985.0833333333334
70,41400,2.2636332e-10,-0.019028552155694513,6.500794504720336e-05,2,984.6666666666666
71,42000,5.086521e-11,-0.019082398535147805,6.468459579733686e-05,2,984.1666666666666
72,42600,5.7347974e-11,-0.019740577625996195,6.436444731241657e-05,1,741.8333333333334
73,43200,4.6263257e-11,-0.02039598195257004,6.404745230102537e-05,1,741.9166666666666
74,43800,4.57054e-11,-0.021048652311079778,6.373356439882352e-05,1,742.25
75,44400,6.53974e-11,-0.021698628701839962,6.342273814594186e-05,1,742.6666666666666
76,45000,7.523159e-11,-0.02234595034877621,6.311492896503359e-05,1,742.5
77,45600,2.7298905e-10,-0.02299065571707378,6.281009313996188e-05,1,741.8333333333334
78,46200,3.95868e-10,-0.023031803410873384,6.250818779510221e-05,2,983.5833333333334
79,46800,5.765662e-09,-0.023073717190881096,6.220917087523882e-05,2,985.0
80,47400,6.4559136e-10,-0.023116386165285403,6.191300112603527e-05,2,984.0833333333334
81,48000,8.8812896e-10,-0.02315979957359612,6.161963807506045e-05,2,985.1666666666666
82,48600,5.3578715e-09,-0.023203946863662367,6.132904201335122e-05,2,985.6666666666666
83,49200,1.3141283e-08,-0.023248817685741593,6.104117397749453e-05,2,984.5
84,49800,7.515517e-11,-0.023892845104459885,6.075599573221166e-05,1,741.8333333333334
85,50400,7.626661e-11,-0.024534384212080356,6.047346975342839e-05,1,741.0
86,51000,9.4969595e-11,-0.025173469561111342,6.0193559211815436e-05,1,742.6666666666666
87,51600,1.03342467e-10,-0.02581013506740958,5.9916227956783794e-05,1,743.1666666666666
88,52200,1.3884305e-09,-0.026444414018748554,5.9641440500920544e-05,1,743.8333333333334
89,52800,5.48444e-10,-0.027076339110561166,5.9369162004850975e-05,1,744.1666666666666
90,53400,3.3278016e-09,-0.027109897024628533,5.909935826251345e-05,2,985.8333333333334
91,54000,1.0,-0.02262028072958163,5.883199568683401e-05,2,984.1666666666666
92,54600,1.4298206e-08,-0.02267578837325186,5.856704129578801e-05,2,988.6666666666666
93,55200,1.7800964e-08,-0.022731885263227263,5.830446269883679e-05,2,989.75
94,55800,1.4997378e-08,-0.022788563537537228,5.804422808372748e-05,2,990.3333333333334
95,56400,2.3401997e-08,-0.022845815396124437,5.77863062036448e-05,2,989.8333333333334
96,57000,7.216147e-10,-0.0234974083293967,5.75306663647039e-05,1,745.5
97,57600,7.9319457e-10,-0.024146577822034214,5.727727841377367e-05,1,745.1666666666666
98,58200,8.7704516e-10,-0.024793355754983346,5.702611272662048e-05,1,745.1666666666666
99,58800,9.522414e-10,-0.02543777345251901,5.677714019636244e-05,1,745.0
100,59400,2.69362e-10,-0.026079861697510597,5.65303322222249e-05,1,744.75
101,60000,6.7935046e-10,-0.02671965073188363,5.628566069858782e-05,1,745.0
102,60600,5.9577534e-09,-0.02676554830930873,5.6043098004316446e-05,2,988.1666666666666
103,61200,3.4550325e-09,-0.02681209234774348,5.5802616992366654e-05,2,985.8333333333334
104,61800,3.1349156e-08,-0.02685927443093185,5.556419097965675e-05,2,986.6666666666666
105,62400,4.500771e-08,-0.026907086475734553,5.5327793737197816e-05,2,988.5
106,63000,6.908173e-08,-0.026955520431554636,5.5093399480474974e-05,2,986.6666666666666
107,63600,1.2493119e-07,-0.0270045682935348,5.486098286007206e-05,2,986.0
108,64200,3.8368366e-09,-0.027643800539040655,5.463051895253263e-05,1,764.3333333333334
109,64800,5.4777414e-09,-0.02828083440994877,5.4401983251450376e-05,1,745.3333333333334
110,65400,1.7352271e-05,-0.028915625122741474,5.417535165878218e-05,1,743.8333333333334
111,66000,9.1973975e-09,-0.029548344509839876,5.395060047637748e-05,1,742.5
112,66600,5.094595e-09,-0.03017894660861454,5.372770639771754e-05,1,742.3333333333334
113,67200,3.3409058e-09,-0.030807457543844275,5.350664649985867e-05,1,742.8333333333334
114,67800,2.395489e-07,-0.03143390204666392,5.328739823557358e-05,1,770.5
115,68400,2.5363389e-07,-0.03147098753767813,5.306993942568508e-05,2,984.3333333333334
116,69000,2.524001e-07,-0.0315087569577274,5.285424825158677e-05,2,980.5
117,69600,2.5271473e-07,-0.03154720199521464,5.264030324794536e-05,2,986.1666666666666
118,70200,3.3891476e-07,-0.03158631413256915,5.242808329557956e-05,2,987.9166666666666
119,70800,0.23566288,-0.03067982002574005,5.221756761451044e-05,2,988.3333333333334
120,71400,2.993376e-07,-0.030724027614588523,5.200873575717867e-05,2,986.6666666666666
121,72000,1.1563609e-06,-0.03135432837372587,5.1801567601823765e-05,1,744.5
122,72600,9.3150715e-07,-0.031982615916258575,5.159604334602101e-05,1,743.0
123,73200,6.356908e-07,-0.03260891439043432,5.1392143500371584e-05,1,742.6666666666666
124,73800,5.2371917e-07,-0.033233246561279385,5.118984888234173e-05,1,742.1666666666666
125,74400,3.8178487e-07,-0.033855635675097605,5.098914061024687e-05,1,742.0
126,75000,2.8624416e-05,-0.03447599364018862,5.0790000097376676e-05,1,742.3333333333334
