file_idx,time_sec,hi_obs,x_filt,P_filt,cond,rpm
65,38400,4.1818034e-06,0.02642960202292307,0.003023741589738703,0,729.25
66,39000,6.6202374e-05,0.024459212355657504,0.003023741589738703,1,969.8333333333334
67,39600,0.00017355241,0.023422851903872603,0.003023741589738703,1,967.3333333333334
68,40200,0.00020766957,0.022867715041240397,0.003023741589738703,1,968.1666666666666
69,40800,0.0003685177,0.022634442802999366,0.003023741589738703,1,967.75
70,41400,0.003076593,0.023723426884763536,0.003023741589738703,1,968.8333333333334
71,42000,0.002753132,0.02417745901506868,0.003023741589738703,1,971.1666666666666
72,42600,3.820533e-05,0.025258130139026284,0.003023741589738703,0,733.6666666666666
73,43200,6.245566e-05,0.025863896789185846,0.003023741589738703,0,732.3333333333334
74,43800,1.1591979e-05,0.026174481172737026,0.003023741589738703,0,731.9166666666666
75,44400,3.3255386e-05,0.026355183727407305,0.003023741589738703,0,732.1666666666666
76,45000,4.696969e-05,0.02646081821416063,0.003023741589738703,0,731.8333333333334
77,45600,1.493606e-05,0.02650456523630896,0.003023741589738703,0,734.6666666666666
78,46200,0.000120301054,0.024524796105656593,0.003023741589738703,1,970.5
79,46800,0.0002231267,0.023481238743225743,0.003023741589738703,1,974.3333333333334
80,47400,0.000501863,0.02303210662395377,0.003023741589738703,1,977.0
81,48000,0.0004938599,0.0227812800709101,0.003023741589738703,1,979.5
82,48600,0.0009987314,0.022870170778829985,0.003023741589738703,1,979.9166666666666
83,49200,0.0020790217,0.023404736264291452,0.003023741589738703,1,979.6666666666666
84,49800,0.00031217068,0.024955936620655508,0.003023741589738703,0,737.6666666666666
85,50400,0.00045545324,0.025874220178846684,0.003023741589738703,0,738.6666666666666
86,51000,0.0019018694,0.027029921017995916,0.003023741589738703,0,738.1666666666666
87,51600,0.0077090594,0.030276656999914144,0.003023741589738703,0,738.1666666666666
88,52200,0.00963337,0.032928908419432905,0.003023741589738703,0,738.0
89,52800,0.009362493,0.03426709370852661,0.003023741589738703,0,738.1666666666666
90,53400,0.033015806,0.043585628422965456,0.003023741589738703,1,976.6666666666666
91,54000,0.0022072713,0.03486539953444572,0.003023741589738703,1,976.0
92,54600,0.0009627852,0.029505823654059942,0.003023741589738703,1,971.0833333333334
93,55200,0.004190627,0.028006644233486425,0.003023741589738703,1,972.0
94,55800,0.0007370009,0.025628860859508943,0.003023741589738703,1,970.3333333333334
95,56400,0.008775796,0.027933756656764508,0.003023741589738703,1,971.5833333333334
96,57000,0.042982,0.04663081533836174,0.003023741589738703,0,732.8333333333334
97,57600,0.0004389997,0.03779795539073884,0.003023741589738703,0,728.6666666666666
98,58200,0.0016739422,0.033490985567125,0.003023741589738703,0,727.5
99,58800,0.098124385,0.0744786051845697,0.003023741589738703,0,726.3333333333334
100,59400,0.12512116,0.1091767669752903,0.003023741589738703,0,726.8333333333334
101,60000,0.09495523,0.11471585775313278,0.003023741589738703,0,727.1666666666666
102,60600,0.032972854,0.08785006450536043,0.003023741589738703,1,967.1666666666666
103,61200,0.01967112,0.06708187226667285,0.003023741589738703,1,966.9166666666666
104,61800,0.017283546,0.05457652182493853,0.003023741589738703,1,967.0
105,62400,0.0027563896,0.04116228674868028,0.003023741589738703,1,965.8333333333334
106,63000,0.008996032,0.036583275792766885,0.003023741589738703,1,965.5
107,63600,0.019824592,0.0389306000142625,0.003023741589738703,1,964.4166666666666
108,64200,0.007729486,0.03683667532489021,0.003023741589738703,0,746.5
109,64800,0.09682329,0.07573537465753258,0.003023741589738703,0,723.0
110,65400,0.23676519,0.1600571373672241,0.003023741589738703,0,718.9166666666666
111,66000,0.3686213,0.2657475337360431,0.003023741589738703,0,720.1666666666666
112,66600,0.37609747,0.3272866119909063,0.003023741589738703,0,719.6666666666666
113,67200,0.4271692,0.3841201893464583,0.003023741589738703,0,721.0
114,67800,1.0,0.6729156799864342,0.003023741589738703,0,748.0
