bearing_id,file_idx,time_sec,e_struct,e_fault
1,82,48600,0.007176225797501882,6.835987661540066e-05
1,83,49200,0.007246953668364021,7.040861440628875e-05
1,84,49800,0.006431643490615457,6.675653309508385e-05
1,85,50400,0.006459522947640051,6.780571258695778e-05
1,86,51000,0.006408337356076036,6.535940259059528e-05
1,87,51600,0.004945132143778181,5.126302765355791e-05
1,88,52200,0.0048305185757222865,5.2261617066582984e-05
1,89,52800,0.004892981070485821,5.487869410189654e-05
1,90,53400,0.005532812545144739,5.867718912330105e-05
1,91,54000,0.005397002026702759,6.741670347865268e-05
1,92,54600,0.005243367401920958,6.868139788777348e-05
1,93,55200,0.005432381332213806,6.847352447060604e-05
1,94,55800,0.005124626423014349,6.0875101993012725e-05
1,95,56400,0.004888546321497549,6.443881255214935e-05
1,96,57000,0.003966614398621878,6.05763033922943e-05
1,97,57600,0.003935272392232423,5.950894552987517e-05
1,98,58200,0.0037915463519226957,5.823661336446988e-05
1,99,58800,0.004834690215181734,5.999554803516618e-05
1,100,59400,0.005167574091041996,5.7393133771864365e-05
1,101,60000,0.004777851038912504,5.442579070091864e-05
1,102,60600,0.005565803304915999,6.196163493167162e-05
1,103,61200,0.007138756577642828,7.182078881818509e-05
1,104,61800,0.00573972459841411,6.80567498320045e-05
1,105,62400,0.005810551914428922,6.329653509771805e-05
1,106,63000,0.006168485933098251,6.184540817092646e-05
1,107,63600,0.005880218963051986,5.4373822284881234e-05
1,108,64200,0.005519607571421918,6.33733803685333e-05
1,109,64800,0.005252404435129529,6.53222287770815e-05
1,110,65400,0.006599872897888044,6.802403940128182e-05
1,111,66000,0.0054569493808967725,6.794993197664248e-05
1,112,66600,0.005458293497357584,6.80240474326406e-05
1,113,67200,0.0057967336097228825,7.095299469425423e-05
1,114,67800,0.006118081139566923,5.769512620821847e-05
1,115,68400,0.006579184844456382,6.200455845185235e-05
1,116,69000,0.005858651568940857,6.041779462358971e-05
1,117,69600,0.005694279819841221,5.883064599864768e-05
1,118,70200,0.006960644418048117,6.0607811963973085e-05
1,119,70800,0.00682644506436354,5.8742385347742e-05
1,120,71400,0.005980108397364334,5.862430165741732e-05
1,121,72000,0.005599676001596157,5.780796127494337e-05
1,122,72600,0.005617119052466462,5.805991065836809e-05
1,123,73200,0.0056750836819661485,6.062576847997374e-05
1,124,73800,0.0055965637471379484,6.152337492279894e-05
1,125,74400,0.00557463007205187,5.94922746986879e-05
1,126,75000,0.007650363987484729,6.652788135896692e-05
