bearing_id,file_idx,time_sec,e_struct,e_fault,HI
3,60,35400,0.005691641114687543,6.42553602548228e-05,0.22210926
3,61,36000,0.005644212485720708,7.06782449564528e-05,0.457253
3,62,36600,0.005664113593714744,6.86330602510783e-05,0.38237816
3,63,37200,0.005653012023919656,6.985860143307165e-05,0.42724562
3,64,37800,0.005651893403983918,6.611813757568729e-05,0.2903061
3,65,38400,0.00570906103500394,7.127370372232117e-05,0.47905293
3,66,39000,0.00559374613084326,6.989689243452039e-05,0.42864746
3,67,39600,0.005504876788502443,6.808145603748225e-05,0.36218378
3,68,40200,0.005126844136391076,6.930721315828888e-05,0.4070591
3,69,40800,0.005462420233586068,6.760438362419422e-05,0.344718
3,70,41400,0.004808943023917333,7.056121508819474e-05,0.4529685
3,71,42000,0.0055400393367177145,7.654197464080701e-05,0.6719259
3,72,42600,0.005515430180208617,6.297723580763925e-05,0.17531672
3,73,43200,0.005605107713530164,6.492902372771633e-05,0.24677227
3,74,43800,0.005726697432506054,6.920209450060373e-05,0.4032107
3,75,44400,0.005719599286887813,6.735802561451943e-05,0.33569875
3,76,45000,0.005442908840529193,6.848770838540605e-05,0.3770568
3,77,45600,0.0054777795224511565,6.75634362834621e-05,0.34321892
3,78,46200,0.005553891097582791,6.50676782571544e-05,0.25184846
3,79,46800,0.005724312783510886,6.782394330915935e-05,0.35275614
3,80,47400,0.005443124891986449,7.019728866770375e-05,0.43964505
3,81,48000,0.005422350479033479,7.459955085279449e-05,0.6008132
3,82,48600,0.0036334092712515483,6.194391725539191e-05,0.13748662
3,83,49200,0.004030943762998668,6.323540001767461e-05,0.1847682
3,84,49800,0.004486966727887566,5.4235795018361614e-05,0.0
3,85,50400,0.0036127006084936968,6.115156912952264e-05,0.10847852
3,86,51000,0.0037322786612052445,6.011850609959505e-05,0.07065777
3,87,51600,0.0036021430121800976,6.099795450647925e-05,0.10285464
3,88,52200,0.003598045316962148,6.0945054721283704e-05,0.100917965
3,89,52800,0.0036950946747146734,5.873415462766746e-05,0.019976243
