bearing_id,file_idx,time_sec,e_struct,e_fault,HI
4,59,34800,0.0010328811556516643,3.284530204047671e-05,0.0
4,60,35400,0.000987224738946336,3.2887952053677145e-05,0.0
4,61,36000,0.0009701971865128296,3.115577459868048e-05,0.0
4,62,36600,0.00093475635357303,3.246926117561805e-05,0.0
4,63,37200,0.0009188833591984785,3.197484822458318e-05,0.0
4,64,37800,0.0015563769477977074,3.4164175648357465e-05,0.0
4,65,38400,0.0014404778008539002,4.068076972153472e-05,0.0
4,66,39000,0.0014068774393231553,3.959689435256067e-05,0.0
4,67,39600,0.0014802215941890117,3.9135975125765586e-05,0.0
4,68,40200,0.001487593113524155,3.996399630762345e-05,0.0
4,69,40800,0.0017205293680109628,4.327085108705833e-05,0.0
4,70,41400,0.0018208302740379228,4.6150506077574734e-05,0.0
4,71,42000,0.0012658049679032818,3.514700261193585e-05,0.0
4,72,42600,0.0014350423788728004,3.5700093639152585e-05,0.0
4,73,43200,0.0013872790699635679,3.538601321603512e-05,0.0
4,74,43800,0.0012925641167349311,3.5923556965841545e-05,0.0
4,75,44400,0.0011881193519126957,3.389378228960226e-05,0.0
4,76,45000,0.0011657767371128058,3.283343755409878e-05,0.0
4,77,45600,0.002689565253428048,4.775039230926935e-05,0.0
4,78,46200,0.002369676548299232,4.5516963736698026e-05,0.0
4,79,46800,0.002352904915489672,4.380017856200388e-05,0.0
4,80,47400,0.0022387525978879034,4.332716003883384e-05,0.0
4,81,48000,0.002509228676346456,5.330581525592172e-05,0.0
4,82,48600,0.0018452938563946928,4.291864915941665e-05,0.0
4,83,49200,0.0015352242437099432,3.783269866642769e-05,0.0
4,84,49800,0.0014684972057602088,3.694150848994183e-05,0.0
4,85,50400,0.0015488754463036537,3.838512233760105e-05,0.0
4,86,51000,0.0015993510650258143,3.8085615392708965e-05,0.0
4,87,51600,0.0015011509463181015,3.950503657163562e-05,0.0
4,88,52200,0.001718064438439832,4.1170963203435584e-05,0.0
4,89,52800,0.002341897688554332,4.564700609996112e-05,0.0
4,90,53400,0.0022045038168992484,4.42531618145338e-05,0.0
4,91,54000,0.0020045743335477843,4.1413322101903524e-05,0.0
4,92,54600,0.002024708824918878,4.2540648403708664e-05,0.0
4,93,55200,0.001983930449776195,4.283508978949791e-05,0.0
4,94,55800,0.001794237557537244,4.185080238280959e-05,0.0
4,95,56400,0.0016841251143838516,3.85628084029074e-05,0.0
4,96,57000,0.001409391834490551,3.604227526080137e-05,0.0
4,97,57600,0.001411640341847683,3.689178591391545e-05,0.0
4,98,58200,0.0011661188671597427,3.588984536999291e-05,0.0
4,99,58800,0.0012870632226019928,3.158813951243301e-05,0.0
4,100,59400,0.0024165832854530396,3.965848274827198e-05,0.0
4,101,60000,0.0025433602162820285,3.578717332557047e-05,0.0
4,102,60600,0.0018733416338912628,4.3174969700276243e-05,0.0
4,103,61200,0.002098743098757808,4.1603208011819874e-05,0.0
4,104,61800,0.0021706872367787695,4.334791245092493e-05,0.0
4,105,62400,0.001845487846755529,3.6440427405119485e-05,0.0
4,106,63000,0.0020841381532634724,4.3556091230738575e-05,0.0
4,107,63600,0.002260581179308753,4.337650972334446e-05,0.0
4,108,64200,0.0012826683285845917,3.548915188481512e-05,0.0
4,109,64800,0.001344240603261787,3.6842360222876515e-05,0.0
4,110,65400,0.0017136052786712276,3.965493518164479e-05,0.0
4,111,66000,0.0010662602336912255,3.3733883541860616e-05,0.0
4,112,66600,0.0011656285551629325,3.5058476597471234e-05,0.0
4,113,67200,0.0011924826946582456,3.4782919705263844e-05,0.0
4,114,67800,0.0019444450564661587,3.6713145310295276e-05,0.0
4,115,68400,0.0012713332863707042,4.1906446293788175e-05,0.0
4,116,69000,0.001617918973254193,3.279565374602072e-05,0.0
4,117,69600,0.002044562419050317,3.647788579982996e-05,0.0
4,118,70200,0.002387702421279739,4.5308603647178244e-05,0.0
4,119,70800,0.0023595321746488103,4.550221679713075e-05,0.0
4,120,71400,0.001555633612667546,3.706112186693075e-05,0.0
4,121,72000,0.0012079927040106015,3.488625086369679e-05,0.0
4,122,72600,0.0012437223409962304,3.449823008832101e-05,0.0
4,123,73200,0.001201169906508211,3.414088561114538e-05,0.0
4,124,73800,0.0013142755575572228,3.671907419815545e-05,0.0
4,125,74400,0.001486082091450926,3.8161375552925295e-05,0.0
4,126,75000,0.002505077248899652,4.609707649322642e-05,0.0
4,127,75600,0.0024372522132135527,4.247987231984567e-05,0.0
4,128,76200,0.0016923879696050445,3.49913446031519e-05,0.0
4,129,76800,0.0021421608792796597,3.7784856253483464e-05,0.0
4,130,77400,0.002870263000884026,4.3740991922392055e-05,0.0
4,131,78000,0.0018583774976797963,3.602342906610167e-05,0.0
4,132,78600,0.0015908610909888998,3.7460833944455454e-05,0.0
4,133,79200,0.0013857160126400725,3.6007754109134156e-05,0.0
4,134,79800,0.0015612010596333021,3.7636319615266785e-05,0.0
4,135,80400,0.0014375081520748474,3.651160440091262e-05,0.0
4,136,81000,0.0015606614001693725,3.766841548283849e-05,0.0
4,137,81600,0.0015469364992464012,3.6523570698338185e-05,0.0
